,locus_tag,protein_id,gene,start,end,strand,pseudo,product,db_xref,EC_number,old_locus_tag,inference
CDS_CP060011.1_2028992_2029844_neg,H5029_09420,QPN98140.1,,2028992,2029844,neg,,MoxR family ATPase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995319.1
CDS_CP060011.1_2029873_2030260_neg,H5029_09425,QPN98141.1,,2029873,2030260,neg,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995318.1
CDS_CP060011.1_2030252_2030558_neg,H5029_09430,QPN98142.1,,2030252,2030558,neg,,YcgL domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_016138215.1
CDS_CP060011.1_2031000_2031165_pos,H5029_09435,QPN98143.1,,2031000,2031165,pos,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995316.1
CDS_CP060011.1_2031237_2031579_neg,H5029_09440,QPN98144.1,,2031237,2031579,neg,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000367442.1
CDS_CP060011.1_2031709_2031976_neg,H5029_09445,QPN98145.1,,2031709,2031976,neg,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000183704.1
CDS_CP060011.1_2032478_2033603_neg,H5029_09450,QPN98146.1,,2032478,2033603,neg,,HRDC domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_017392808.1
CDS_CP060011.1_2033908_2034505_neg,H5029_09455,QPN98147.1,recR,2033908,2034505,neg,,recombination protein RecR,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995310.1
CDS_CP060011.1_2034514_2034844_neg,H5029_09460,QPN98148.1,,2034514,2034844,neg,,YbaB/EbfC family nucleoid-associated protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995309.1
CDS_CP060011.1_2035109_2035346_neg,H5029_09465,QPN98149.1,,2035109,2035346,neg,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995308.1
CDS_CP060011.1_2035523_2036711_neg,H5029_09470,QPN98150.1,,2035523,2036711,neg,,O-succinylhomoserine sulfhydrylase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_005069382.1
CDS_CP060011.1_2036844_2037930_pos,H5029_09475,QPN98151.1,,2036844,2037930,pos,,alpha/beta fold hydrolase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995306.1
CDS_CP060011.1_2038010_2038778_neg,H5029_09480,QPN98152.1,,2038010,2038778,neg,,methyltransferase domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004994768.1
CDS_CP060011.1_2038952_2039327_neg,H5029_09485,QPN98153.1,,2038952,2039327,neg,,cell envelope integrity protein TolA,,,,COORDINATES: similar to AA sequence:RefSeq:WP_002036642.1
CDS_CP060011.1_2039505_2039730_neg,H5029_09490,QPN98154.1,,2039505,2039730,neg,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000826154.1
CDS_CP060011.1_2040228_2040429_neg,H5029_09495,QPN98155.1,,2040228,2040429,neg,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995827.1
CDS_CP060011.1_2040559_2040985_neg,H5029_09500,QPN98156.1,,2040559,2040985,neg,,GFA family protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000067238.1
CDS_CP060011.1_2041249_2041519_pos,H5029_09505,QPN98157.1,,2041249,2041519,pos,,YARHG domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995304.1
CDS_CP060011.1_2041537_2041951_pos,H5029_09510,QPN98158.1,,2041537,2041951,pos,,HIT family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995303.1
CDS_CP060011.1_2042205_2043312_pos,H5029_09515,QPN98159.1,,2042205,2043312,pos,,porin,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995302.1
CDS_CP060011.1_2043415_2044006_neg,H5029_09520,QPN98160.1,,2043415,2044006,neg,,DUF937 domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995301.1
CDS_CP060011.1_2044105_2044567_neg,H5029_09525,QPN98161.1,,2044105,2044567,neg,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995300.1
CDS_CP060011.1_2044606_2045476_pos,H5029_09530,QPO01458.1,,2044606,2045476,pos,,DUF2797 domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_017482227.1
CDS_CP060011.1_2045524_2046643_neg,H5029_09535,QPN98162.1,,2045524,2046643,neg,,ABC transporter permease,,,,COORDINATES: similar to AA sequence:RefSeq:WP_017392814.1
CDS_CP060011.1_2046647_2047772_neg,H5029_09540,QPN98163.1,,2046647,2047772,neg,,ABC transporter permease,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000006396.1
CDS_CP060011.1_2047782_2049540_neg,H5029_09545,QPN98164.1,,2047782,2049540,neg,,ABC transporter ATP-binding protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000567285.1
CDS_CP060011.1_2049532_2050555_neg,H5029_09550,QPN98165.1,,2049532,2050555,neg,,HlyD family efflux transporter periplasmic adaptor subunit,,,,COORDINATES: similar to AA sequence:RefSeq:WP_004738953.1
CDS_CP060011.1_2050673_2051321_pos,H5029_09555,QPN98166.1,,2050673,2051321,pos,,CerR family C-terminal domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000091618.1
CDS_CP060011.1_2051317_2052493_neg,H5029_09560,QPN98167.1,lpxB,2051317,2052493,neg,,lipid-A-disaccharide synthase,,2.4.1.182,,COORDINATES: similar to AA sequence:RefSeq:WP_017725104.1
CDS_CP060011.1_2052714_2054850_pos,H5029_09565,QPN98168.1,,2052714,2054850,pos,,TonB-dependent siderophore receptor,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995297.1
CDS_CP060011.1_2054936_2055212_pos,H5029_09570,QPN98169.1,,2054936,2055212,pos,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_005132039.1
CDS_CP060011.1_2055228_2056761_pos,H5029_09575,QPO01459.1,,2055228,2056761,pos,,PepSY domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995295.1
CDS_CP060011.1_2056757_2057060_pos,H5029_09580,QPN98170.1,,2056757,2057060,pos,,DUF1634 domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000971114.1
CDS_CP060011.1_2057192_2058077_pos,H5029_09585,QPN98171.1,,2057192,2058077,pos,,sulfite exporter TauE/SafE family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995292.1
CDS_CP060011.1_2058194_2059283_pos,H5029_09590,QPO01460.1,,2058194,2059283,pos,,3-deoxy-7-phosphoheptulonate synthase,,2.5.1.54,,COORDINATES: similar to AA sequence:RefSeq:WP_005128744.1
CDS_CP060011.1_2059358_2060102_neg,H5029_09595,QPN98172.1,,2059358,2060102,neg,,adenosylcobinamide-GDP ribazoletransferase,,2.7.8.26,,COORDINATES: similar to AA sequence:RefSeq:YP_004995290.1
CDS_CP060011.1_2060208_2061777_neg,H5029_09600,QPN98173.1,,2060208,2061777,neg,,histidine-type phosphatase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995289.1
CDS_CP060011.1_2061901_2062501_neg,H5029_09605,QPN98174.1,,2061901,2062501,neg,,histidine phosphatase family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995288.1
CDS_CP060011.1_2062493_2063549_neg,H5029_09610,QPN98175.1,cobT,2062493,2063549,neg,,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,,2.4.2.21,,COORDINATES: similar to AA sequence:RefSeq:YP_004995287.1
CDS_CP060011.1_2063551_2064070_neg,H5029_09615,QPN98176.1,cobU,2063551,2064070,neg,,bifunctional adenosylcobinamide kinase/adenosylcobinamide-phosphate guanylyltransferase,,2.7.1.156,,COORDINATES: similar to AA sequence:RefSeq:YP_004995286.1
CDS_CP060011.1_2064057_2064684_neg,H5029_09620,QPN98177.1,,2064057,2064684,neg,,2'-5' RNA ligase family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995285.1
CDS_CP060011.1_2064788_2066936_neg,H5029_09625,QPN98178.1,,2064788,2066936,neg,,HAD-IA family hydrolase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_017724739.1
CDS_CP060011.1_2067267_2067888_neg,H5029_09630,QPN98179.1,,2067267,2067888,neg,,acetyltransferase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000956974.1
CDS_CP060011.1_2068022_2068361_neg,H5029_09635,QPN98180.1,,2068022,2068361,neg,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000006578.1
CDS_CP060011.1_2068357_2069881_neg,H5029_09640,QPN98181.1,,2068357,2069881,neg,,PepSY domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_002068417.1
CDS_CP060011.1_2069881_2070175_neg,H5029_09645,QPN98182.1,,2069881,2070175,neg,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000018791.1
CDS_CP060011.1_2070259_2072578_neg,H5029_09650,QPN98183.1,,2070259,2072578,neg,,TonB-dependent receptor,,,,COORDINATES: similar to AA sequence:RefSeq:WP_017816264.1
CDS_CP060011.1_2072663_2073281_neg,H5029_09655,QPN98184.1,,2072663,2073281,neg,,RraA family protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_017816263.1
CDS_CP060011.1_2073267_2074038_neg,H5029_09660,QPN98185.1,,2073267,2074038,neg,,(2Fe-2S)-binding protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_017725091.1
CDS_CP060011.1_2074050_2075961_neg,H5029_09665,QPN98186.1,,2074050,2075961,neg,,IucA/IucC family siderophore biosynthesis protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_005124130.1
CDS_CP060011.1_2075970_2077812_neg,H5029_09670,QPN98187.1,,2075970,2077812,neg,,siderophore achromobactin biosynthesis protein AcsC,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000531137.1
CDS_CP060011.1_2077823_2079263_neg,H5029_09675,QPN98188.1,,2077823,2079263,neg,,DHA2 family efflux MFS transporter permease subunit,,,,COORDINATES: similar to AA sequence:RefSeq:WP_004841302.1
CDS_CP060011.1_2079283_2080717_neg,H5029_09680,QPN98189.1,,2079283,2080717,neg,,SidA/IucD/PvdA family monooxygenase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000883684.1
CDS_CP060011.1_2080709_2082494_neg,H5029_09685,QPN98190.1,,2080709,2082494,neg,,siderophore biosynthesis protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_005080855.1
CDS_CP060011.1_2082866_2083331_neg,H5029_09690,QPN98191.1,ybaK,2082866,2083331,neg,,Cys-tRNA(Pro) deacylase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995282.1
CDS_CP060011.1_2083521_2083824_pos,H5029_09695,QPN98192.1,,2083521,2083824,pos,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_005069428.1
CDS_CP060011.1_2084060_2085434_pos,H5029_09700,QPN98193.1,,2084060,2085434,pos,,AarF/ABC1/UbiB kinase family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995280.1
CDS_CP060011.1_2085663_2086947_pos,H5029_09705,QPO01461.1,,2085663,2086947,pos,,acyl-CoA dehydrogenase family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995279.1
CDS_CP060011.1_2086968_2088174_pos,H5029_09710,QPN98194.1,,2086968,2088174,pos,,acyl-CoA dehydrogenase family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995278.1
CDS_CP060011.1_2088293_2089517_neg,H5029_09715,QPN98195.1,,2088293,2089517,neg,,alkane 1-monooxygenase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_005124138.1
CDS_CP060011.1_2089688_2090654_pos,H5029_09720,QPN98196.1,,2089688,2090654,pos,,AraC family transcriptional regulator,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000565267.1
CDS_CP060011.1_2090693_2092559_neg,H5029_09725,QPN98197.1,,2090693,2092559,neg,,SurA N-terminal domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_005047408.1
CDS_CP060011.1_2092690_2092963_neg,H5029_09730,QPN98198.1,,2092690,2092963,neg,,HU family DNA-binding protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995274.1
CDS_CP060011.1_2093132_2093588_neg,H5029_09735,QPN98199.1,,2093132,2093588,neg,,phasin family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995273.1
CDS_CP060011.1_2093798_2094446_pos,H5029_09740,QPN98200.1,,2093798,2094446,pos,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_004738940.1
CDS_CP060011.1_2094556_2095030_pos,H5029_09745,QPN98201.1,,2094556,2095030,pos,,Rrf2 family transcriptional regulator,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995271.1
CDS_CP060011.1_2095031_2096249_pos,H5029_09750,QPN98202.1,,2095031,2096249,pos,,IscS subfamily cysteine desulfurase,,2.8.1.7,,COORDINATES: similar to AA sequence:RefSeq:YP_004995270.1
CDS_CP060011.1_2096315_2096702_pos,H5029_09755,QPN98203.1,iscU,2096315,2096702,pos,,Fe-S cluster assembly scaffold IscU,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995269.1
CDS_CP060011.1_2096732_2097053_pos,H5029_09760,QPN98204.1,iscA,2096732,2097053,pos,,iron-sulfur cluster assembly protein IscA,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995268.1
CDS_CP060011.1_2097138_2097657_pos,H5029_09765,QPN98205.1,hscB,2097138,2097657,pos,,Fe-S protein assembly co-chaperone HscB,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995267.1
CDS_CP060011.1_2097695_2099555_pos,H5029_09770,QPN98206.1,hscA,2097695,2099555,pos,,Fe-S protein assembly chaperone HscA,,,,COORDINATES: similar to AA sequence:RefSeq:WP_016541116.1
CDS_CP060011.1_2099573_2099912_pos,H5029_09775,QPN98207.1,fdx,2099573,2099912,pos,,ISC system 2Fe-2S type ferredoxin,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995265.1
CDS_CP060011.1_2099958_2101428_neg,H5029_09780,QPN98208.1,,2099958,2101428,neg,,adenylate/guanylate cyclase domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995264.1
CDS_CP060011.1_2101480_2101915_neg,H5029_09785,QPN98209.1,,2101480,2101915,neg,,HIT domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995263.1
CDS_CP060011.1_2102115_2105577_neg,H5029_09790,QPN98210.1,mfd,2102115,2105577,neg,,transcription-repair coupling factor,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995262.1
CDS_CP060011.1_2105711_2106068_neg,H5029_09795,QPN98211.1,,2105711,2106068,neg,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995261.1
CDS_CP060011.1_2106148_2107081_neg,H5029_09800,QPO01462.1,,2106148,2107081,neg,,Dyp-type peroxidase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995260.1
CDS_CP060011.1_2107234_2108017_neg,H5029_09805,QPO01463.1,,2107234,2108017,neg,,glutathione S-transferase N-terminal domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995259.1
CDS_CP060011.1_2108037_2108544_neg,H5029_09810,QPN98212.1,rraA,2108037,2108544,neg,,ribonuclease E activity regulator RraA,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995258.1
CDS_CP060011.1_2108556_2109222_neg,H5029_09815,QPN98213.1,,2108556,2109222,neg,,nucleoside-diphosphate sugar epimerase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000156070.1
CDS_CP060011.1_2109434_2109701_pos,H5029_09820,QPN98214.1,rpsT,2109434,2109701,pos,,30S ribosomal protein S20,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995256.1
CDS_CP060011.1_2109757_2110492_neg,H5029_09825,QPN98215.1,,2109757,2110492,neg,,phosphoglycerate mutase family protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_005135350.1
CDS_CP060011.1_2110549_2111407_neg,H5029_09830,QPN98216.1,,2110549,2111407,neg,,"3'(2'),5'-bisphosphate nucleotidase CysQ",,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995254.1
CDS_CP060011.1_2111716_2112085_pos,H5029_09835,QPN98217.1,,2111716,2112085,pos,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995253.1
CDS_CP060011.1_2112138_2112798_neg,H5029_09840,QPO01464.1,,2112138,2112798,neg,,SOS response-associated peptidase family protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_005294614.1
CDS_CP060011.1_2112905_2114636_neg,H5029_09845,QPN98218.1,,2112905,2114636,neg,,ABC transporter ATP-binding protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995251.1
CDS_CP060011.1_2114648_2115791_neg,H5029_09850,QPN98219.1,,2114648,2115791,neg,,ABC transporter permease,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995250.1
CDS_CP060011.1_2115798_2116737_neg,H5029_09855,QPN98220.1,,2115798,2116737,neg,,ABC transporter permease,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995249.1
CDS_CP060011.1_2116749_2118783_neg,H5029_09860,QPN98221.1,,2116749,2118783,neg,,Zn-dependent oligopeptidase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995248.1
CDS_CP060011.1_2118783_2120607_neg,H5029_09865,QPO01465.1,,2118783,2120607,neg,,ABC transporter substrate-binding protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995247.1
CDS_CP060011.1_2120622_2122413_neg,H5029_09870,QPN98222.1,,2120622,2122413,neg,,ABC transporter substrate-binding protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995246.1
CDS_CP060011.1_2122584_2122668_pos,H5029_09875,QPO01466.1,,2122584,2122668,pos,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995245.1
CDS_CP060011.1_2123272_2125858_pos,H5029_09880,QPO01467.1,,2123272,2125858,pos,,TonB-dependent receptor,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995244.1
CDS_CP060011.1_2125967_2126684_pos,H5029_09885,QPN98223.1,,2125967,2126684,pos,,energy transducer TonB,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995243.1
CDS_CP060011.1_2126724_2127606_pos,H5029_09890,QPN98224.1,,2126724,2127606,pos,,MotA/TolQ/ExbB proton channel family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995242.1
CDS_CP060011.1_2127621_2128044_pos,H5029_09895,QPN98225.1,,2127621,2128044,pos,,biopolymer transporter ExbD,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995241.1
CDS_CP060011.1_2128063_2128477_pos,H5029_09900,QPN98226.1,,2128063,2128477,pos,,biopolymer transporter ExbD,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995240.1
CDS_CP060011.1_2128543_2128993_neg,H5029_09905,QPN98227.1,,2128543,2128993,neg,,GNAT family N-acetyltransferase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000609164.1
CDS_CP060011.1_2129095_2131261_neg,H5029_09910,QPN98228.1,,2129095,2131261,neg,,malate synthase G,,2.3.3.9,,COORDINATES: similar to AA sequence:RefSeq:YP_004995238.1
CDS_CP060011.1_2131630_2132773_neg,H5029_09915,QPN98229.1,,2131630,2132773,neg,,cell division protein ZapE,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995237.1
CDS_CP060011.1_2132856_2133834_neg,H5029_09920,QPO01468.1,,2132856,2133834,neg,,helix-turn-helix domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995236.1
CDS_CP060011.1_2133997_2135545_pos,H5029_09925,QPN98230.1,,2133997,2135545,pos,,NAD(P)/FAD-dependent oxidoreductase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995235.1
CDS_CP060011.1_2135594_2136506_pos,H5029_09930,QPN98231.1,,2135594,2136506,pos,,lysine exporter LysO family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995234.1
CDS_CP060011.1_2136502_2137201_neg,H5029_09935,QPN98232.1,pyrF,2136502,2137201,neg,,orotidine-5'-phosphate decarboxylase,,4.1.1.23,,COORDINATES: similar to AA sequence:RefSeq:YP_004995233.1
CDS_CP060011.1_2137366_2137732_neg,H5029_09940,QPN98233.1,,2137366,2137732,neg,,DUF1049 domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995232.1
CDS_CP060011.1_2137756_2138059_neg,H5029_09945,QPN98234.1,,2137756,2138059,neg,,integration host factor subunit beta,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995231.1
CDS_CP060011.1_2138215_2139889_neg,H5029_09950,QPN98235.1,rpsA,2138215,2139889,neg,,30S ribosomal protein S1,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995230.1
CDS_CP060011.1_2139993_2140680_neg,H5029_09955,QPN98236.1,,2139993,2140680,neg,,(d)CMP kinase,,2.7.4.25,,COORDINATES: similar to AA sequence:RefSeq:WP_000218018.1
CDS_CP060011.1_2140687_2141131_neg,H5029_09960,QPN98237.1,,2140687,2141131,neg,,SRPBCC family protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_004747375.1
CDS_CP060011.1_2141200_2141704_neg,H5029_09965,QPN98238.1,tadA,2141200,2141704,neg,,tRNA adenosine(34) deaminase TadA,,3.5.4.33,,COORDINATES: similar to AA sequence:RefSeq:YP_004995227.1
CDS_CP060011.1_2141710_2142835_neg,H5029_09970,QPN98239.1,,2141710,2142835,neg,,enoyl-CoA hydratase/isomerase family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995226.1
CDS_CP060011.1_2142831_2143545_neg,H5029_09975,QPO01469.1,ung,2142831,2143545,neg,,uracil-DNA glycosylase,,3.2.2.27,,COORDINATES: similar to AA sequence:RefSeq:YP_004995225.1
CDS_CP060011.1_2143595_2144192_neg,H5029_09980,QPN98240.1,,2143595,2144192,neg,,6-carboxytetrahydropterin synthase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995224.1
CDS_CP060011.1_2144422_2145382_neg,H5029_09985,QPN98241.1,gspK,2144422,2145382,neg,,type II secretion system minor pseudopilin GspK,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995223.1
CDS_CP060011.1_2145381_2146083_neg,H5029_09990,QPN98242.1,gspJ,2145381,2146083,neg,,type II secretion system minor pseudopilin GspJ,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000594574.1
CDS_CP060011.1_2146082_2146463_neg,H5029_09995,QPN98243.1,gspI,2146082,2146463,neg,,type II secretion system minor pseudopilin GspI,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995221.1
CDS_CP060011.1_2146452_2147007_neg,H5029_10000,QPN98244.1,,2146452,2147007,neg,,type II secretion system protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995220.1
CDS_CP060011.1_2147016_2147625_neg,H5029_10005,QPN98245.1,,2147016,2147625,neg,,TetR/AcrR family transcriptional regulator,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995219.1
CDS_CP060011.1_2147662_2148436_neg,H5029_10010,QPN98246.1,,2147662,2148436,neg,,TatD family hydrolase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995218.1
CDS_CP060011.1_2148453_2148795_neg,H5029_10015,QPN98247.1,,2148453,2148795,neg,,PilZ domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995217.1
CDS_CP060011.1_2148806_2149787_neg,H5029_10020,QPN98248.1,,2148806,2149787,neg,,DNA polymerase III subunit delta',,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995216.1
CDS_CP060011.1_2149798_2150560_neg,H5029_10025,QPN98249.1,kdsB,2149798,2150560,neg,,3-deoxy-manno-octulosonate cytidylyltransferase,,2.7.7.38,,COORDINATES: similar to AA sequence:RefSeq:YP_004995215.1
CDS_CP060011.1_2150569_2151580_neg,H5029_10030,QPN98250.1,,2150569,2151580,neg,,tetraacyldisaccharide 4'-kinase,,2.7.1.130,,COORDINATES: similar to AA sequence:RefSeq:WP_006580784.1
CDS_CP060011.1_2151582_2153310_neg,H5029_10035,QPN98251.1,msbA,2151582,2153310,neg,,lipid A export permease/ATP-binding protein MsbA,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995213.1
CDS_CP060011.1_2153306_2153735_neg,H5029_10040,QPN98252.1,,2153306,2153735,neg,,biopolymer transporter ExbD,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000669681.1
CDS_CP060011.1_2153750_2154386_neg,H5029_10045,QPN98253.1,,2153750,2154386,neg,,MotA/TolQ/ExbB proton channel family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995211.1
CDS_CP060011.1_2154435_2155323_neg,H5029_10050,QPN98254.1,,2154435,2155323,neg,,ParB/RepB/Spo0J family partition protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995210.1
CDS_CP060011.1_2155319_2156102_neg,H5029_10055,QPN98255.1,,2155319,2156102,neg,,ParA family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995209.1
CDS_CP060011.1_2156123_2156756_neg,H5029_10060,QPN98256.1,rsmG,2156123,2156756,neg,,16S rRNA (guanine(527)-N(7))-methyltransferase RsmG,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995208.1
CDS_CP060011.1_2156843_2157533_neg,H5029_10065,QPN98257.1,,2156843,2157533,neg,,nucleotidyltransferase family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995207.1
CDS_CP060011.1_2157532_2158546_neg,H5029_10070,QPN98258.1,,2157532,2158546,neg,,phosphotransferase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995206.1
CDS_CP060011.1_2158666_2161108_pos,H5029_10075,QPN98259.1,,2158666,2161108,pos,,LPS-assembly protein LptD,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995205.1
CDS_CP060011.1_2161107_2162418_pos,H5029_10080,QPN98260.1,,2161107,2162418,pos,,peptidylprolyl isomerase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995204.1
CDS_CP060011.1_2162536_2163574_neg,H5029_10085,QPN98261.1,,2162536,2163574,neg,,fructose-bisphosphate aldolase class II,,4.1.2.13,,COORDINATES: similar to AA sequence:RefSeq:YP_004995203.1
CDS_CP060011.1_2163695_2163938_neg,H5029_10090,QPN98262.1,,2163695,2163938,neg,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_005128800.1
CDS_CP060011.1_2164062_2165250_neg,H5029_10095,QPN98263.1,,2164062,2165250,neg,,phosphoglycerate kinase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995201.1
CDS_CP060011.1_2165388_2165772_pos,H5029_10100,QPN98264.1,,2165388,2165772,pos,,DUF2237 domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995200.1
CDS_CP060011.1_2165771_2166365_pos,H5029_10105,QPN98265.1,maf,2165771,2166365,pos,,septum formation protein Maf,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995199.1
CDS_CP060011.1_2166395_2167559_pos,H5029_10110,QPN98266.1,,2166395,2167559,pos,,cupin domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995198.1
CDS_CP060011.1_2167896_2168463_pos,H5029_10115,QPN98267.1,,2167896,2168463,pos,,TetR/AcrR family transcriptional regulator,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000037061.1
