,locus_tag,protein_id,gene,start,end,strand,pseudo,product,db_xref,EC_number,old_locus_tag,inference
CDS_CP060013.1_2147634_2148189_neg,H5028_09995,QPO01749.1,,2147634,2148189,neg,,type II secretion system protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995220.1
CDS_CP060013.1_2148198_2148807_neg,H5028_10000,QPO01750.1,,2148198,2148807,neg,,TetR/AcrR family transcriptional regulator,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995219.1
CDS_CP060013.1_2148844_2149618_neg,H5028_10005,QPO01751.1,,2148844,2149618,neg,,TatD family hydrolase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995218.1
CDS_CP060013.1_2149635_2149977_neg,H5028_10010,QPO01752.1,,2149635,2149977,neg,,PilZ domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995217.1
CDS_CP060013.1_2149988_2150969_neg,H5028_10015,QPO01753.1,,2149988,2150969,neg,,DNA polymerase III subunit delta',,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995216.1
CDS_CP060013.1_2150980_2151742_neg,H5028_10020,QPO01754.1,kdsB,2150980,2151742,neg,,3-deoxy-manno-octulosonate cytidylyltransferase,,2.7.7.38,,COORDINATES: similar to AA sequence:RefSeq:YP_004995215.1
CDS_CP060013.1_2151751_2152762_neg,H5028_10025,QPO01755.1,,2151751,2152762,neg,,tetraacyldisaccharide 4'-kinase,,2.7.1.130,,COORDINATES: similar to AA sequence:RefSeq:WP_006580784.1
CDS_CP060013.1_2152764_2154492_neg,H5028_10030,QPO01756.1,msbA,2152764,2154492,neg,,lipid A export permease/ATP-binding protein MsbA,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995213.1
CDS_CP060013.1_2154488_2154917_neg,H5028_10035,QPO01757.1,,2154488,2154917,neg,,biopolymer transporter ExbD,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000669681.1
CDS_CP060013.1_2154932_2155568_neg,H5028_10040,QPO01758.1,,2154932,2155568,neg,,MotA/TolQ/ExbB proton channel family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995211.1
CDS_CP060013.1_2155617_2156505_neg,H5028_10045,QPO01759.1,,2155617,2156505,neg,,ParB/RepB/Spo0J family partition protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995210.1
CDS_CP060013.1_2156501_2157284_neg,H5028_10050,QPO01760.1,,2156501,2157284,neg,,ParA family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995209.1
CDS_CP060013.1_2157305_2157938_neg,H5028_10055,QPO01761.1,rsmG,2157305,2157938,neg,,16S rRNA (guanine(527)-N(7))-methyltransferase RsmG,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995208.1
CDS_CP060013.1_2158025_2158715_neg,H5028_10060,QPO01762.1,,2158025,2158715,neg,,nucleotidyltransferase family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995207.1
CDS_CP060013.1_2158714_2159728_neg,H5028_10065,QPO01763.1,,2158714,2159728,neg,,phosphotransferase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995206.1
CDS_CP060013.1_2159848_2162290_pos,H5028_10070,QPO01764.1,,2159848,2162290,pos,,LPS-assembly protein LptD,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995205.1
CDS_CP060013.1_2162289_2163600_pos,H5028_10075,QPO01765.1,,2162289,2163600,pos,,peptidylprolyl isomerase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995204.1
CDS_CP060013.1_2163718_2164756_neg,H5028_10080,QPO01766.1,,2163718,2164756,neg,,fructose-bisphosphate aldolase class II,,4.1.2.13,,COORDINATES: similar to AA sequence:RefSeq:YP_004995203.1
CDS_CP060013.1_2164877_2165120_neg,H5028_10085,QPO01767.1,,2164877,2165120,neg,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_005128800.1
CDS_CP060013.1_2165244_2166432_neg,H5028_10090,QPO01768.1,,2165244,2166432,neg,,phosphoglycerate kinase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995201.1
CDS_CP060013.1_2166570_2166954_pos,H5028_10095,QPO01769.1,,2166570,2166954,pos,,DUF2237 domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995200.1
CDS_CP060013.1_2166953_2167547_pos,H5028_10100,QPO01770.1,maf,2166953,2167547,pos,,septum formation protein Maf,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995199.1
CDS_CP060013.1_2167577_2168741_pos,H5028_10105,QPO01771.1,,2167577,2168741,pos,,cupin domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995198.1
CDS_CP060013.1_2169078_2169645_pos,H5028_10110,QPO01772.1,,2169078,2169645,pos,,TetR/AcrR family transcriptional regulator,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000037061.1
CDS_CP060013.1_2170118_2170427_pos,H5028_10115,QPO01773.1,,2170118,2170427,pos,,helix-turn-helix transcriptional regulator,,,,COORDINATES: similar to AA sequence:RefSeq:WP_002050127.1
CDS_CP060013.1_2170613_2171702_neg,H5028_10120,QPO01774.1,,2170613,2171702,neg,,IS4 family transposase ISAba1,,,,COORDINATES: similar to AA sequence:RefSeq:WP_076612069.1
CDS_CP060013.1_2172037_2173240_pos,H5028_10125,QPO01775.1,sstT,2172037,2173240,pos,,serine/threonine transporter SstT,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995195.1
CDS_CP060013.1_2173245_2173926_pos,H5028_10130,QPO01776.1,,2173245,2173926,pos,,DUF1275 domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995194.1
CDS_CP060013.1_2173929_2174466_pos,H5028_10135,QPO01777.1,,2173929,2174466,pos,,DUF2058 domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995193.1
CDS_CP060013.1_2174840_2176688_pos,H5028_10140,QPO01778.1,,2174840,2176688,pos,,ABC transporter ATP-binding protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995192.1
CDS_CP060013.1_2176687_2177128_pos,H5028_10145,QPO01779.1,,2176687,2177128,pos,,MaoC family dehydratase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995191.1
CDS_CP060013.1_2177236_2178262_pos,H5028_10150,QPO01780.1,,2177236,2178262,pos,,AraC family transcriptional regulator ligand-binding domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995190.1
CDS_CP060013.1_2178300_2178675_pos,H5028_10155,QPO01781.1,gcvH,2178300,2178675,pos,,glycine cleavage system protein GcvH,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995189.1
CDS_CP060013.1_2178777_2179476_pos,H5028_10160,QPO01782.1,,2178777,2179476,pos,,NAD-dependent deacylase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_020753082.1
CDS_CP060013.1_2179883_2181374_pos,H5028_10165,QPO01783.1,putP,2179883,2181374,pos,,sodium/proline symporter PutP,,,,COORDINATES: similar to AA sequence:RefSeq:WP_004841373.1
CDS_CP060013.1_2181406_2181895_neg,H5028_10170,QPO01784.1,,2181406,2181895,neg,,Lrp/AsnC ligand binding domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995186.1
CDS_CP060013.1_2182004_2185772_pos,H5028_10175,QPO01785.1,putA,2182004,2185772,pos,,trifunctional transcriptional regulator/proline dehydrogenase/L-glutamate gamma-semialdehyde dehydrogenase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995185.1
CDS_CP060013.1_2185877_2186351_pos,H5028_10180,QPO01786.1,,2185877,2186351,pos,,GrpB family protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_017816856.1
CDS_CP060013.1_2186454_2187540_pos,H5028_10185,QPO01787.1,trmA,2186454,2187540,pos,,tRNA (uridine(54)-C5)-methyltransferase TrmA,,2.1.1.35,,COORDINATES: similar to AA sequence:RefSeq:YP_004995183.1
CDS_CP060013.1_2187788_2188019_pos,H5028_10190,QPO01788.1,,2187788,2188019,pos,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995182.1
CDS_CP060013.1_2188054_2188801_neg,H5028_10195,QPO01789.1,,2188054,2188801,neg,,phosphodiester glycosidase family protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000699311.1
CDS_CP060013.1_2188986_2189577_pos,H5028_10200,QPO01790.1,,2188986,2189577,pos,,lecithin retinol acyltransferase family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995180.1
CDS_CP060013.1_2189622_2190213_neg,H5028_10205,QPO01791.1,,2189622,2190213,neg,,polyisoprenoid-binding protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995179.1
CDS_CP060013.1_2190427_2190835_pos,H5028_10210,QPO01792.1,,2190427,2190835,pos,,OsmC family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995178.1
CDS_CP060013.1_2190889_2192878_neg,H5028_10215,QPO01793.1,tkt,2190889,2192878,neg,,transketolase,,2.2.1.1,,COORDINATES: similar to AA sequence:RefSeq:YP_004995177.1
CDS_CP060013.1_2193401_2194568_pos,H5028_10220,QPO01794.1,,2193401,2194568,pos,,methionine adenosyltransferase,,2.5.1.6,,COORDINATES: similar to AA sequence:RefSeq:WP_020753076.1
CDS_CP060013.1_2194691_2194940_neg,H5028_10225,QPO01795.1,,2194691,2194940,neg,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000966850.1
CDS_CP060013.1_2195198_2195384_pos,H5028_10230,QPO01796.1,,2195198,2195384,pos,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000192623.1
CDS_CP060013.1_2195447_2196008_neg,H5028_10235,QPO01797.1,,2195447,2196008,neg,,FxsA family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995172.1
CDS_CP060013.1_2196406_2197231_pos,H5028_10240,QPO01798.1,,2196406,2197231,pos,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-66,,,,COORDINATES: similar to AA sequence:RefSeq:WP_049068184.1
CDS_CP060013.1_2197299_2197845_neg,H5028_10245,QPO01799.1,,2197299,2197845,neg,,N-acetyltransferase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995170.1
CDS_CP060013.1_2197841_2198435_neg,H5028_10250,QPO01800.1,,2197841,2198435,neg,,helix-turn-helix transcriptional regulator,,,,COORDINATES: similar to AA sequence:RefSeq:WP_005128810.1
CDS_CP060013.1_2198664_2199210_pos,H5028_10255,QPO01801.1,ruvC,2198664,2199210,pos,,crossover junction endodeoxyribonuclease RuvC,,3.1.22.4,,COORDINATES: similar to AA sequence:RefSeq:YP_004995168.1
CDS_CP060013.1_2199221_2200682_neg,H5028_10260,QPO01802.1,,2199221,2200682,neg,,bifunctional ADP-dependent NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimerase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_001149490.1
CDS_CP060013.1_2200740_2201799_pos,H5028_10265,QPO04973.1,queG,2200740,2201799,pos,,tRNA epoxyqueuosine(34) reductase QueG,,1.17.99.6,,COORDINATES: similar to AA sequence:RefSeq:YP_004995165.1
CDS_CP060013.1_2201898_2202888_pos,H5028_10270,QPO01803.1,bioB,2201898,2202888,pos,,biotin synthase BioB,,2.8.1.6,,COORDINATES: similar to AA sequence:RefSeq:WP_007482417.1
CDS_CP060013.1_2202934_2203147_neg,H5028_10275,QPO01804.1,,2202934,2203147,neg,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995163.1
CDS_CP060013.1_2203210_2203561_neg,H5028_10280,QPO01805.1,,2203210,2203561,neg,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_001061889.1
CDS_CP060013.1_2204006_2204543_pos,H5028_10285,QPO01806.1,,2204006,2204543,pos,,type 1 fimbrial protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995418.1
CDS_CP060013.1_2204613_2205354_pos,H5028_10290,QPO01807.1,,2204613,2205354,pos,,fimbria/pilus periplasmic chaperone,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000898893.1
CDS_CP060013.1_2205405_2207943_pos,H5028_10295,QPO01808.1,,2205405,2207943,pos,,fimbrial biogenesis outer membrane usher protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_004747416.1
CDS_CP060013.1_2207939_2208959_pos,H5028_10300,QPO01809.1,,2207939,2208959,pos,,fimbrial protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995158.1
CDS_CP060013.1_2209535_2209715_pos,H5028_10305,QPO01810.1,,2209535,2209715,pos,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000905609.1
CDS_CP060013.1_2209754_2210606_neg,H5028_10310,QPO01811.1,,2209754,2210606,neg,,LysR family transcriptional regulator,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995157.1
CDS_CP060013.1_2210712_2211630_pos,H5028_10315,QPO04974.1,,2210712,2211630,pos,,DMT family transporter,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995156.1
CDS_CP060013.1_2211742_2212207_pos,H5028_10320,QPO01812.1,,2211742,2212207,pos,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_001046931.1
CDS_CP060013.1_2212459_2213875_pos,H5028_10325,QPO01813.1,,2212459,2213875,pos,,cytosine permease,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995154.1
CDS_CP060013.1_2213932_2214370_neg,H5028_10330,QPO01814.1,,2213932,2214370,neg,,PACE efflux transporter,,,,COORDINATES: similar to AA sequence:RefSeq:WP_001161753.1
CDS_CP060013.1_2214459_2215359_pos,H5028_10335,QPO01815.1,,2214459,2215359,pos,,LysR family transcriptional regulator,,,,COORDINATES: similar to AA sequence:RefSeq:WP_001010549.1
CDS_CP060013.1_2215943_2217176_neg,H5028_10340,QPO01816.1,,2215943,2217176,neg,,integrase family protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000108025.1
CDS_CP060013.1_2217607_2218471_neg,H5028_10350,QPO01817.1,,2217607,2218471,neg,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_004887549.1
CDS_CP060013.1_2218745_2219306_pos,H5028_10355,QPO01818.1,,2218745,2219306,pos,,TetR/AcrR family transcriptional regulator,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000037171.1
CDS_CP060013.1_2219491_2220037_pos,H5028_10360,QPO01819.1,,2219491,2220037,pos,,1-acyl-sn-glycerol-3-phosphate acyltransferase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_005139282.1
CDS_CP060013.1_2220199_2220949_pos,H5028_10365,QPO01820.1,,2220199,2220949,pos,,YebC/PmpR family DNA-binding transcriptional regulator,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000907229.1
CDS_CP060013.1_2220979_2221450_neg,H5028_10370,QPO01821.1,,2220979,2221450,neg,,Lrp/AsnC family transcriptional regulator,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995146.1
CDS_CP060013.1_2221816_2223112_pos,H5028_10375,QPO04975.1,,2221816,2223112,pos,,DcaP-like protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995145.1
CDS_CP060013.1_2223163_2223907_neg,H5028_10380,QPO01822.1,,2223163,2223907,neg,,amino acid ABC transporter ATP-binding protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995144.1
CDS_CP060013.1_2223920_2224598_neg,H5028_10385,QPO01823.1,,2223920,2224598,neg,,amino acid ABC transporter permease,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995143.1
CDS_CP060013.1_2224600_2225443_neg,H5028_10390,QPO01824.1,,2224600,2225443,neg,,amino acid ABC transporter permease,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995142.1
CDS_CP060013.1_2225537_2226431_neg,H5028_10395,QPO01825.1,,2225537,2226431,neg,,amino acid ABC transporter substrate-binding protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995141.1
CDS_CP060013.1_2226968_2227733_neg,H5028_10400,QPO01826.1,,2226968,2227733,neg,,glutathione S-transferase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_004887559.1
CDS_CP060013.1_2228078_2229314_pos,H5028_10405,QPO01827.1,,2228078,2229314,pos,,SfnB family sulfur acquisition oxidoreductase,,1.-.-.-,,COORDINATES: similar to AA sequence:RefSeq:YP_004995139.1
CDS_CP060013.1_2229326_2230550_pos,H5028_10410,QPO01828.1,,2229326,2230550,pos,,SfnB family sulfur acquisition oxidoreductase,,1.-.-.-,,COORDINATES: similar to AA sequence:RefSeq:YP_004995138.1
CDS_CP060013.1_2230549_2231962_pos,H5028_10415,QPO01829.1,,2230549,2231962,pos,,LLM class flavin-dependent oxidoreductase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995137.1
CDS_CP060013.1_2231976_2232807_pos,H5028_10420,QPO01830.1,,2231976,2232807,pos,,methionine transporter,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995136.1
CDS_CP060013.1_2232820_2233654_pos,H5028_10425,QPO01831.1,,2232820,2233654,pos,,MetQ/NlpA family ABC transporter substrate-binding protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995135.1
CDS_CP060013.1_2233659_2234736_pos,H5028_10430,QPO01832.1,,2233659,2234736,pos,,ATP-binding cassette domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995134.1
CDS_CP060013.1_2234716_2235376_pos,H5028_10435,QPO01833.1,,2234716,2235376,pos,,ABC transporter permease,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995133.1
CDS_CP060013.1_2235469_2236561_pos,H5028_10440,QPO01834.1,ychF,2235469,2236561,pos,,redox-regulated ATPase YchF,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995132.1
CDS_CP060013.1_2236605_2237127_neg,H5028_10445,QPO01835.1,,2236605,2237127,neg,,DUF962 domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995131.1
CDS_CP060013.1_2237219_2237927_pos,H5028_10450,QPO01836.1,,2237219,2237927,pos,,Crp/Fnr family transcriptional regulator,,,,COORDINATES: similar to AA sequence:RefSeq:WP_005132208.1
CDS_CP060013.1_2238099_2238435_pos,H5028_10455,QPO01837.1,,2238099,2238435,pos,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000736694.1
CDS_CP060013.1_2238507_2238978_neg,H5028_10460,QPO01838.1,,2238507,2238978,neg,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000477051.1
CDS_CP060013.1_2239097_2239820_pos,H5028_10465,QPO04976.1,,2239097,2239820,pos,,AzlC family ABC transporter permease,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000741226.1
CDS_CP060013.1_2239821_2240163_pos,H5028_10470,QPO01839.1,ygaH,2239821,2240163,pos,,L-valine transporter subunit YgaH,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995126.1
CDS_CP060013.1_2240291_2240681_pos,H5028_10475,QPO01840.1,,2240291,2240681,pos,,tautomerase family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995125.1
CDS_CP060013.1_2240783_2242001_pos,H5028_10480,QPO01841.1,purT,2240783,2242001,pos,,formate-dependent phosphoribosylglycinamide formyltransferase,,2.1.2.-,,COORDINATES: similar to AA sequence:RefSeq:WP_001987070.1
CDS_CP060013.1_2242028_2244692_pos,H5028_10485,QPO01842.1,glnD,2242028,2244692,pos,,[protein-PII] uridylyltransferase,,2.7.7.59,,COORDINATES: similar to AA sequence:RefSeq:YP_004995123.1
CDS_CP060013.1_2244717_2245887_pos,H5028_10490,QPO04977.1,dapC,2244717,2245887,pos,,succinyldiaminopimelate transaminase,,2.6.1.17,,COORDINATES: similar to AA sequence:RefSeq:WP_015451505.1
CDS_CP060013.1_2245944_2246577_neg,H5028_10495,QPO01843.1,,2245944,2246577,neg,,LysE family translocator,,,,COORDINATES: similar to AA sequence:RefSeq:WP_016805420.1
CDS_CP060013.1_2246641_2247487_neg,H5028_10500,QPO01844.1,,2246641,2247487,neg,,AraC family transcriptional regulator,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000535318.1
CDS_CP060013.1_2247486_2247972_neg,H5028_10505,QPO01845.1,,2247486,2247972,neg,,glutathione peroxidase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995119.1
CDS_CP060013.1_2247968_2248388_neg,H5028_10510,QPO01846.1,msrB,2247968,2248388,neg,,peptide-methionine (R)-S-oxide reductase MsrB,,1.8.4.12,,COORDINATES: similar to AA sequence:RefSeq:YP_004995118.1
CDS_CP060013.1_2248628_2250059_pos,H5028_10515,QPO01847.1,,2248628,2250059,pos,,pyridoxal phosphate-dependent aminotransferase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995117.1
CDS_CP060013.1_2250525_2251833_pos,H5028_10520,QPO01848.1,,2250525,2251833,pos,,dicarboxylate/amino acid:cation symporter,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995116.1
CDS_CP060013.1_2252516_2253584_pos,H5028_10525,QPO01849.1,,2252516,2253584,pos,,type II asparaginase,,3.5.1.1,,COORDINATES: similar to AA sequence:RefSeq:YP_004995115.1
CDS_CP060013.1_2253798_2257362_pos,H5028_10530,QPO01850.1,dnaE,2253798,2257362,pos,,DNA polymerase III subunit alpha,,2.7.7.7,,COORDINATES: similar to AA sequence:RefSeq:YP_004995114.1
CDS_CP060013.1_2257376_2258216_pos,H5028_10535,QPO01851.1,,2257376,2258216,pos,,RNA methyltransferase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_005076414.1
CDS_CP060013.1_2258208_2259024_pos,H5028_10540,QPO01852.1,cysE,2258208,2259024,pos,,serine O-acetyltransferase,,2.3.1.30,,COORDINATES: similar to AA sequence:RefSeq:YP_004995112.1
CDS_CP060013.1_2259127_2260069_pos,H5028_10545,QPO01853.1,,2259127,2260069,pos,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_005111088.1
CDS_CP060013.1_2260185_2262192_pos,H5028_10550,QPO01854.1,,2260185,2262192,pos,,alpha/beta fold hydrolase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995110.1
CDS_CP060013.1_2262245_2263811_neg,H5028_10555,QPO01855.1,ahpF,2262245,2263811,neg,,alkyl hydroperoxide reductase subunit F,,1.8.1.-,,COORDINATES: similar to AA sequence:RefSeq:WP_000886779.1
CDS_CP060013.1_2263988_2264510_neg,H5028_10560,QPO01856.1,,2263988,2264510,neg,,chromate transporter,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995108.1
CDS_CP060013.1_2264509_2265070_neg,H5028_10565,QPO01857.1,,2264509,2265070,neg,,chromate transporter,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995107.1
CDS_CP060013.1_2265171_2266074_pos,H5028_10570,QPO01858.1,,2265171,2266074,pos,,LysR family transcriptional regulator,,,,COORDINATES: similar to AA sequence:RefSeq:WP_013198159.1
CDS_CP060013.1_2266164_2267199_neg,H5028_10575,QPO01859.1,arsB,2266164,2267199,neg,,ACR3 family arsenite efflux transporter,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995105.1
CDS_CP060013.1_2267303_2267633_neg,H5028_10580,QPO01860.1,,2267303,2267633,neg,,metalloregulator ArsR/SmtB family transcription factor,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995104.1
CDS_CP060013.1_2267717_2268146_pos,H5028_10585,QPO01861.1,arsC,2267717,2268146,pos,,arsenate reductase (glutaredoxin),,1.20.4.1,,COORDINATES: similar to AA sequence:RefSeq:YP_004995103.1
CDS_CP060013.1_2268214_2268376_neg,H5028_10590,QPO01862.1,,2268214,2268376,neg,,DUF1427 family protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_017394405.1
CDS_CP060013.1_2268433_2270308_neg,H5028_10595,QPO01863.1,,2268433,2270308,neg,,amidohydrolase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995102.1
CDS_CP060013.1_2270418_2271105_neg,H5028_10600,QPO01864.1,,2270418,2271105,neg,,hydrolase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995101.1
CDS_CP060013.1_2271300_2272191_pos,H5028_10605,QPO01865.1,,2271300,2272191,pos,,LysR family transcriptional regulator,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995100.1
CDS_CP060013.1_2272230_2272980_neg,H5028_10610,QPO01866.1,,2272230,2272980,neg,,GntR family transcriptional regulator,,,,COORDINATES: similar to AA sequence:RefSeq:WP_017392914.1
CDS_CP060013.1_2273378_2274848_pos,H5028_10615,QPO01867.1,,2273378,2274848,pos,,NCS1 family nucleobase:cation symporter-1,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995098.1
CDS_CP060013.1_2274844_2275579_pos,H5028_10620,QPO01868.1,,2274844,2275579,pos,,aspartate/glutamate racemase family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995097.1
CDS_CP060013.1_2275646_2276528_neg,H5028_10625,QPO01869.1,tauD,2275646,2276528,neg,,taurine dioxygenase,,1.14.11.17,,COORDINATES: similar to AA sequence:RefSeq:YP_004995096.1
CDS_CP060013.1_2276536_2277406_neg,H5028_10630,QPO01870.1,tauC,2276536,2277406,neg,,taurine ABC transporter permease TauC,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995095.1
CDS_CP060013.1_2277402_2278197_neg,H5028_10635,QPO01871.1,,2277402,2278197,neg,,ATP-binding cassette domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995094.1
CDS_CP060013.1_2278206_2279247_neg,H5028_10640,QPO01872.1,tauA,2278206,2279247,neg,,taurine ABC transporter substrate-binding protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995093.1
CDS_CP060013.1_2279427_2280518_neg,H5028_10645,QPO01873.1,,2279427,2280518,neg,,IS4 family transposase ISAba1,,,,COORDINATES: similar to AA sequence:RefSeq:WP_076612069.1
CDS_CP060013.1_2280877_2282062_pos,H5028_10650,,,2280877,2282062,pos,True,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995092.1
CDS_CP060013.1_2282123_2283590_neg,H5028_10655,QPO01874.1,,2282123,2283590,neg,,MFS transporter,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995091.1
CDS_CP060013.1_2283785_2285177_neg,H5028_10660,QPO01875.1,,2283785,2285177,neg,,LLM class flavin-dependent oxidoreductase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995090.1
CDS_CP060013.1_2285354_2286650_neg,H5028_10665,QPO01876.1,,2285354,2286650,neg,,monooxygenase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995089.1
CDS_CP060013.1_2286768_2287587_neg,H5028_10670,QPO01877.1,,2286768,2287587,neg,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995088.1
CDS_CP060013.1_2288240_2289686_pos,H5028_10675,QPO01878.1,,2288240,2289686,pos,,cytochrome ubiquinol oxidase subunit I,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000051997.1
CDS_CP060013.1_2289678_2290683_pos,H5028_10680,QPO01879.1,cydB,2289678,2290683,pos,,cytochrome d ubiquinol oxidase subunit II,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995086.1
CDS_CP060013.1_2290697_2290832_pos,H5028_10685,QPO01880.1,,2290697,2290832,pos,,DUF2474 domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000736768.1
CDS_CP060013.1_2290930_2292349_pos,H5028_10690,QPO01881.1,,2290930,2292349,pos,,PLP-dependent aminotransferase family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004995084.1
