,locus_tag,protein_id,gene,start,end,strand,pseudo,product,Dbxref,inference,type,ID,Parent,Name,gbkey,transl_table,source,phase,end_range,partial,start_range
CDS_NC_009641.1_1285188_1285971_pos,NWMN_RS06605,WP_000868413.1,,1285188,1285971,pos,,phosphatidate cytidylyltransferase,Genbank:WP_000868413.1,COORDINATES: similar to AA sequence:RefSeq:YP_499771.1,CDS,cds-WP_000868413.1,gene-NWMN_RS06605,WP_000868413.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1286207_1287494_pos,NWMN_RS06610,WP_000121116.1,rseP,1286207,1287494,pos,,RIP metalloprotease RseP,Genbank:WP_000121116.1,COORDINATES: similar to AA sequence:RefSeq:NP_764493.1,CDS,cds-WP_000121116.1,gene-NWMN_RS06610,WP_000121116.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1287513_1289217_pos,NWMN_RS06615,WP_000814103.1,,1287513,1289217,pos,,proline--tRNA ligase,Genbank:WP_000814103.1,COORDINATES: similar to AA sequence:RefSeq:YP_499773.1,CDS,cds-WP_000814103.1,gene-NWMN_RS06615,WP_000814103.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1289480_1293791_pos,NWMN_RS06620,WP_001820550.1,,1289480,1293791,pos,,DNA polymerase III subunit alpha,Genbank:WP_001820550.1,COORDINATES: similar to AA sequence:RefSeq:YP_499774.1,CDS,cds-WP_001820550.1,gene-NWMN_RS06620,WP_001820550.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1294080_1294548_pos,NWMN_RS06625,WP_000036631.1,rimP,1294080,1294548,pos,,ribosome maturation factor RimP,Genbank:WP_000036631.1,COORDINATES: similar to AA sequence:RefSeq:YP_499775.1,CDS,cds-WP_000036631.1,gene-NWMN_RS06625,WP_000036631.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1294568_1295744_pos,NWMN_RS06630,WP_000097462.1,nusA,1294568,1295744,pos,,transcription termination/antitermination protein NusA,Genbank:WP_000097462.1,COORDINATES: similar to AA sequence:RefSeq:YP_499776.1,CDS,cds-WP_000097462.1,gene-NWMN_RS06630,WP_000097462.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1295764_1296049_pos,NWMN_RS06635,WP_000727423.1,,1295764,1296049,pos,,YlxR family protein,Genbank:WP_000727423.1,COORDINATES: similar to AA sequence:RefSeq:YP_499777.1,CDS,cds-WP_000727423.1,gene-NWMN_RS06635,WP_000727423.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1296045_1296363_pos,NWMN_RS06640,WP_000020853.1,,1296045,1296363,pos,,YlxQ family RNA-binding protein,Genbank:WP_000020853.1,COORDINATES: similar to AA sequence:RefSeq:YP_499778.1,CDS,cds-WP_000020853.1,gene-NWMN_RS06640,WP_000020853.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1296367_1298485_pos,NWMN_RS06645,WP_000043634.1,infB,1296367,1298485,pos,,translation initiation factor IF-2,Genbank:WP_000043634.1,COORDINATES: similar to AA sequence:RefSeq:YP_499779.1,CDS,cds-WP_000043634.1,gene-NWMN_RS06645,WP_000043634.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1298870_1299221_pos,NWMN_RS06650,WP_000097322.1,rbfA,1298870,1299221,pos,,30S ribosome-binding factor RbfA,Genbank:WP_000097322.1,COORDINATES: similar to AA sequence:RefSeq:YP_499780.1,CDS,cds-WP_000097322.1,gene-NWMN_RS06650,WP_000097322.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1299389_1300307_pos,NWMN_RS06655,WP_000282305.1,truB,1299389,1300307,pos,,tRNA pseudouridine(55) synthase TruB,Genbank:WP_000282305.1,COORDINATES: similar to AA sequence:RefSeq:YP_499781.1,CDS,cds-WP_000282305.1,gene-NWMN_RS06655,WP_000282305.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1300321_1301293_pos,NWMN_RS06660,WP_000864185.1,ribF,1300321,1301293,pos,,riboflavin biosynthesis protein RibF,Genbank:WP_000864185.1,COORDINATES: similar to AA sequence:RefSeq:YP_499782.1,CDS,cds-WP_000864185.1,gene-NWMN_RS06660,WP_000864185.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1301407_1301677_pos,NWMN_RS06665,WP_001018328.1,rpsO,1301407,1301677,pos,,30S ribosomal protein S15,Genbank:WP_001018328.1,COORDINATES: similar to AA sequence:RefSeq:WP_011275926.1,CDS,cds-WP_001018328.1,gene-NWMN_RS06665,WP_001018328.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1302046_1304143_pos,NWMN_RS06670,WP_000076690.1,pnp,1302046,1304143,pos,,polyribonucleotide nucleotidyltransferase,Genbank:WP_000076690.1,COORDINATES: similar to AA sequence:RefSeq:YP_499784.1,CDS,cds-WP_000076690.1,gene-NWMN_RS06670,WP_000076690.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1304378_1306052_pos,NWMN_RS06675,WP_000052590.1,,1304378,1306052,pos,,ribonuclease J,Genbank:WP_000052590.1,COORDINATES: similar to AA sequence:RefSeq:WP_002455407.1,CDS,cds-WP_000052590.1,gene-NWMN_RS06675,WP_000052590.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1306433_1308677_pos,NWMN_RS06680,WP_001806691.1,,1306433,1308677,pos,,DNA translocase FtsK,Genbank:WP_001806691.1,COORDINATES: similar to AA sequence:RefSeq:YP_499786.1,CDS,cds-WP_001806691.1,gene-NWMN_RS06680,WP_001806691.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1308681_1309395_pos,NWMN_RS06685,WP_001293307.1,,1308681,1309395,pos,,GntR family transcriptional regulator,Genbank:WP_001293307.1,COORDINATES: similar to AA sequence:RefSeq:YP_499787.1,CDS,cds-WP_001293307.1,gene-NWMN_RS06685,WP_001293307.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1309425_1310691_pos,NWMN_RS06690,WP_000089941.1,,1309425,1310691,pos,,insulinase family protein,Genbank:WP_000089941.1,COORDINATES: similar to AA sequence:RefSeq:YP_499788.1,CDS,cds-WP_000089941.1,gene-NWMN_RS06690,WP_000089941.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1310690_1311977_pos,NWMN_RS06695,WP_000664764.1,,1310690,1311977,pos,,insulinase family protein,Genbank:WP_000664764.1,COORDINATES: similar to AA sequence:RefSeq:YP_499789.1,CDS,cds-WP_000664764.1,gene-NWMN_RS06695,WP_000664764.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1311976_1312681_pos,NWMN_RS06700,WP_000646227.1,,1311976,1312681,pos,,SDR family NAD(P)-dependent oxidoreductase,Genbank:WP_000646227.1,COORDINATES: similar to AA sequence:RefSeq:YP_499790.1,CDS,cds-WP_000646227.1,gene-NWMN_RS06700,WP_000646227.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1312785_1313613_pos,NWMN_RS06705,WP_000214890.1,,1312785,1313613,pos,,YmfK family protein,Genbank:WP_000214890.1,COORDINATES: similar to AA sequence:RefSeq:YP_499791.1,CDS,cds-WP_000214890.1,gene-NWMN_RS06705,WP_000214890.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1313631_1314024_pos,NWMN_RS06710,WP_000859443.1,,1313631,1314024,pos,,helix-turn-helix domain-containing protein,Genbank:WP_000859443.1,COORDINATES: similar to AA sequence:RefSeq:YP_499792.1,CDS,cds-WP_000859443.1,gene-NWMN_RS06710,WP_000859443.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1314057_1314636_pos,NWMN_RS06715,WP_001025097.1,pgsA,1314057,1314636,pos,,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,Genbank:WP_001025097.1,COORDINATES: similar to AA sequence:RefSeq:YP_499793.1,CDS,cds-WP_001025097.1,gene-NWMN_RS06715,WP_001025097.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1314862_1316014_pos,NWMN_RS06720,WP_000020361.1,,1314862,1316014,pos,,CinA family nicotinamide mononucleotide deamidase-related protein,Genbank:WP_000020361.1,COORDINATES: similar to AA sequence:RefSeq:YP_499794.1,CDS,cds-WP_000020361.1,gene-NWMN_RS06720,WP_000020361.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1316178_1317222_pos,NWMN_RS06725,WP_000368166.1,recA,1316178,1317222,pos,,recombinase RecA,Genbank:WP_000368166.1,COORDINATES: similar to AA sequence:RefSeq:YP_499795.2,CDS,cds-WP_000368166.1,gene-NWMN_RS06725,WP_000368166.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1317575_1319135_pos,NWMN_RS06730,WP_001050913.1,rny,1317575,1319135,pos,,ribonuclease Y,Genbank:WP_001050913.1,COORDINATES: similar to AA sequence:RefSeq:WP_002459258.1,CDS,cds-WP_001050913.1,gene-NWMN_RS06730,WP_001050913.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1319431_1319647_neg,NWMN_RS06735,WP_000026308.1,,1319431,1319647,neg,,hypothetical protein,Genbank:WP_000026308.1,COORDINATES: similar to AA sequence:RefSeq:YP_499797.1,CDS,cds-WP_000026308.1,gene-NWMN_RS06735,WP_000026308.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1319820_1320618_pos,NWMN_RS06740,WP_001222105.1,,1319820,1320618,pos,,TIGR00282 family metallophosphoesterase,Genbank:WP_001222105.1,COORDINATES: similar to AA sequence:RefSeq:YP_499798.1,CDS,cds-WP_001222105.1,gene-NWMN_RS06740,WP_001222105.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1320757_1322518_pos,NWMN_RS06745,WP_000804328.1,,1320757,1322518,pos,,2-oxoacid:acceptor oxidoreductase subunit alpha,Genbank:WP_000804328.1,COORDINATES: similar to AA sequence:RefSeq:YP_499799.1,CDS,cds-WP_000804328.1,gene-NWMN_RS06745,WP_000804328.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1322518_1323385_pos,NWMN_RS06750,WP_000190138.1,,1322518,1323385,pos,,2-oxoacid:ferredoxin oxidoreductase subunit beta,Genbank:WP_000190138.1,COORDINATES: similar to AA sequence:RefSeq:YP_499800.1,CDS,cds-WP_000190138.1,gene-NWMN_RS06750,WP_000190138.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1323478_1323772_pos,NWMN_RS06755,WP_000655666.1,,1323478,1323772,pos,,hypothetical protein,Genbank:WP_000655666.1,COORDINATES: similar to AA sequence:RefSeq:YP_499801.1,CDS,cds-WP_000655666.1,gene-NWMN_RS06755,WP_000655666.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1323905_1325450_pos,NWMN_RS06760,WP_001001523.1,miaB,1323905,1325450,pos,,tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB,Genbank:WP_001001523.1,COORDINATES: similar to AA sequence:RefSeq:YP_499802.1,CDS,cds-WP_001001523.1,gene-NWMN_RS06760,WP_001001523.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1325450_1325816_pos,NWMN_RS06765,WP_000282388.1,,1325450,1325816,pos,,hypothetical protein,Genbank:WP_000282388.1,COORDINATES: similar to AA sequence:RefSeq:YP_499803.1,CDS,cds-WP_000282388.1,gene-NWMN_RS06765,WP_000282388.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1325842_1326334_pos,NWMN_RS06770,WP_000842277.1,thiW,1325842,1326334,pos,,energy coupling factor transporter S component ThiW,Genbank:WP_000842277.1,COORDINATES: similar to AA sequence:RefSeq:YP_499804.1,CDS,cds-WP_000842277.1,gene-NWMN_RS06770,WP_000842277.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1326636_1329255_pos,NWMN_RS06775,WP_000073352.1,mutS,1326636,1329255,pos,,DNA mismatch repair protein MutS,Genbank:WP_000073352.1,COORDINATES: similar to AA sequence:RefSeq:WP_000073352.1,CDS,cds-WP_000073352.1,gene-NWMN_RS06775,WP_000073352.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1329267_1331277_pos,NWMN_RS06780,WP_000516261.1,mutL,1329267,1331277,pos,,DNA mismatch repair endonuclease MutL,Genbank:WP_000516261.1,COORDINATES: similar to AA sequence:RefSeq:YP_499806.1,CDS,cds-WP_000516261.1,gene-NWMN_RS06780,WP_000516261.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1331282_1331825_pos,NWMN_RS06785,WP_001077635.1,,1331282,1331825,pos,,glycerol-3-phosphate responsive antiterminator,Genbank:WP_001077635.1,COORDINATES: similar to AA sequence:RefSeq:YP_499807.1,CDS,cds-WP_001077635.1,gene-NWMN_RS06785,WP_001077635.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1332289_1333108_pos,NWMN_RS06790,WP_001103743.1,,1332289,1333108,pos,,aquaporin family protein,Genbank:WP_001103743.1,COORDINATES: similar to AA sequence:RefSeq:YP_499808.1,CDS,cds-WP_001103743.1,gene-NWMN_RS06790,WP_001103743.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1333236_1334733_pos,NWMN_RS06795,WP_000417369.1,glpK,1333236,1334733,pos,,glycerol kinase GlpK,Genbank:WP_000417369.1,COORDINATES: similar to AA sequence:RefSeq:YP_499809.1,CDS,cds-WP_000417369.1,gene-NWMN_RS06795,WP_000417369.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1334890_1336564_pos,NWMN_RS06800,WP_001218600.1,,1334890,1336564,pos,,glycerol-3-phosphate dehydrogenase/oxidase,Genbank:WP_001218600.1,COORDINATES: similar to AA sequence:RefSeq:YP_499810.1,CDS,cds-WP_001218600.1,gene-NWMN_RS06800,WP_001218600.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1336713_1337628_pos,NWMN_RS06805,WP_000136950.1,,1336713,1337628,pos,,alpha/beta hydrolase,Genbank:WP_000136950.1,COORDINATES: similar to AA sequence:RefSeq:YP_499811.1,CDS,cds-WP_000136950.1,gene-NWMN_RS06805,WP_000136950.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1337645_1338581_pos,NWMN_RS06810,WP_001548613.1,miaA,1337645,1338581,pos,,tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA,Genbank:WP_001548613.1,COORDINATES: similar to AA sequence:RefSeq:YP_499812.1,CDS,cds-WP_001548613.1,gene-NWMN_RS06810,WP_001548613.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1338595_1338829_pos,NWMN_RS06815,WP_000561358.1,hfq,1338595,1338829,pos,,RNA chaperone Hfq,Genbank:WP_000561358.1,COORDINATES: similar to AA sequence:RefSeq:YP_499813.1,CDS,cds-WP_000561358.1,gene-NWMN_RS06815,WP_000561358.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1339050_1339527_neg,NWMN_RS06820,WP_000448078.1,,1339050,1339527,neg,,glutathione peroxidase,Genbank:WP_000448078.1,COORDINATES: similar to AA sequence:RefSeq:YP_499814.1,CDS,cds-WP_000448078.1,gene-NWMN_RS06820,WP_000448078.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1339638_1340877_pos,NWMN_RS06825,WP_000068630.1,hflX,1339638,1340877,pos,,GTPase HflX,Genbank:WP_000068630.1,COORDINATES: similar to AA sequence:RefSeq:YP_499815.1,CDS,cds-WP_000068630.1,gene-NWMN_RS06825,WP_000068630.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1340895_1342134_pos,NWMN_RS06830,WP_000652047.1,,1340895,1342134,pos,,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme,Genbank:WP_000652047.1,COORDINATES: similar to AA sequence:RefSeq:YP_499816.1,CDS,cds-WP_000652047.1,gene-NWMN_RS06830,WP_000652047.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1342376_1342745_pos,NWMN_RS06835,WP_000624945.1,,1342376,1342745,pos,,MerR family transcriptional regulator,Genbank:WP_000624945.1,COORDINATES: similar to AA sequence:RefSeq:YP_499817.1,CDS,cds-WP_000624945.1,gene-NWMN_RS06835,WP_000624945.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1342763_1344104_pos,NWMN_RS06840,WP_001126603.1,glnA,1342763,1344104,pos,,type I glutamate--ammonia ligase,Genbank:WP_001126603.1,COORDINATES: similar to AA sequence:RefSeq:WP_001621208.1,CDS,cds-WP_001126603.1,gene-NWMN_RS06840,WP_001126603.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1344596_1344794_pos,NWMN_RS06845,WP_001789891.1,,1344596,1344794,pos,,hypothetical protein,Genbank:WP_001789891.1,COORDINATES: similar to AA sequence:RefSeq:YP_499819.1,CDS,cds-WP_001789891.1,gene-NWMN_RS06845,WP_001789891.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1345067_1345274_pos,NWMN_RS15720,,,1345067,1345274,pos,true,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_000905446.1,CDS,cds-NWMN_RS15720,gene-NWMN_RS15720,,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1345482_1345707_pos,NWMN_RS06850,WP_001789892.1,,1345482,1345707,pos,,hypothetical protein,Genbank:WP_001789892.1,COORDINATES: similar to AA sequence:RefSeq:YP_499820.1,CDS,cds-WP_001789892.1,gene-NWMN_RS06850,WP_001789892.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1346000_1346207_pos,NWMN_RS06855,WP_001002340.1,,1346000,1346207,pos,,hypothetical protein,Genbank:WP_001002340.1,COORDINATES: similar to AA sequence:RefSeq:YP_499821.1,CDS,cds-WP_001002340.1,gene-NWMN_RS06855,WP_001002340.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1346907_1347018_pos,NWMN_RS06860,WP_001788716.1,,1346907,1347018,pos,,hypothetical protein,Genbank:WP_001788716.1,COORDINATES: similar to AA sequence:RefSeq:YP_499822.1,CDS,cds-WP_001788716.1,gene-NWMN_RS06860,WP_001788716.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1347445_1347631_pos,NWMN_RS06865,WP_000006110.1,,1347445,1347631,pos,,hypothetical protein,Genbank:WP_000006110.1,COORDINATES: similar to AA sequence:RefSeq:YP_499823.1,CDS,cds-WP_000006110.1,gene-NWMN_RS06865,WP_000006110.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1348142_1348247_pos,NWMN_RS06870,WP_000477492.1,,1348142,1348247,pos,,hypothetical protein,Genbank:WP_000477492.1,COORDINATES: similar to AA sequence:RefSeq:YP_499824.1,CDS,cds-WP_000477492.1,gene-NWMN_RS06870,WP_000477492.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1348201_1348375_pos,NWMN_RS06875,WP_001791646.1,,1348201,1348375,pos,,hypothetical protein,Genbank:WP_001791646.1,COORDINATES: similar to AA sequence:RefSeq:YP_499825.1,CDS,cds-WP_001791646.1,gene-NWMN_RS06875,WP_001791646.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1348375_1348627_pos,NWMN_RS06880,WP_000956747.1,,1348375,1348627,pos,,hypothetical protein,Genbank:WP_000956747.1,COORDINATES: similar to AA sequence:RefSeq:YP_499826.1,CDS,cds-WP_000956747.1,gene-NWMN_RS06880,WP_000956747.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1348672_1349257_pos,NWMN_RS06885,WP_000899337.1,,1348672,1349257,pos,,hypothetical protein,Genbank:WP_000899337.1,COORDINATES: similar to AA sequence:RefSeq:YP_499827.1,CDS,cds-WP_000899337.1,gene-NWMN_RS06885,WP_000899337.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1349377_1349626_pos,NWMN_RS06890,WP_000906224.1,,1349377,1349626,pos,,hypothetical protein,Genbank:WP_000906224.1,COORDINATES: similar to AA sequence:RefSeq:YP_499828.1,CDS,cds-WP_000906224.1,gene-NWMN_RS06890,WP_000906224.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1349660_1349783_pos,NWMN_RS06895,WP_001790531.1,,1349660,1349783,pos,,hypothetical protein,Genbank:WP_001790531.1,COORDINATES: similar to AA sequence:RefSeq:YP_499829.1,CDS,cds-WP_001790531.1,gene-NWMN_RS06895,WP_001790531.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1349902_1350169_pos,NWMN_RS06905,WP_000903039.1,,1349902,1350169,pos,,hypothetical protein,Genbank:WP_000903039.1,COORDINATES: similar to AA sequence:RefSeq:YP_499831.1,CDS,cds-WP_000903039.1,gene-NWMN_RS06905,WP_000903039.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1350165_1350303_pos,NWMN_RS06910,WP_000600812.1,,1350165,1350303,pos,,hypothetical protein,Genbank:WP_000600812.1,COORDINATES: similar to AA sequence:RefSeq:YP_499832.1,CDS,cds-WP_000600812.1,gene-NWMN_RS06910,WP_000600812.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1350505_1350721_pos,NWMN_RS15725,,,1350505,1350721,pos,true,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001823914.1,CDS,cds-NWMN_RS15725,gene-NWMN_RS15725,,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1350730_1351021_pos,NWMN_RS06920,WP_000900530.1,,1350730,1351021,pos,,hypothetical protein,Genbank:WP_000900530.1,COORDINATES: similar to AA sequence:RefSeq:WP_000900530.1,CDS,cds-WP_000900530.1,gene-NWMN_RS06920,WP_000900530.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1351031_1351226_pos,NWMN_RS06925,WP_001217295.1,,1351031,1351226,pos,,hypothetical protein,Genbank:WP_001217295.1,COORDINATES: similar to AA sequence:RefSeq:YP_499835.1,CDS,cds-WP_001217295.1,gene-NWMN_RS06925,WP_001217295.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1351275_1351617_pos,NWMN_RS06930,WP_000624956.1,,1351275,1351617,pos,,hypothetical protein,Genbank:WP_000624956.1,COORDINATES: similar to AA sequence:RefSeq:YP_499836.1,CDS,cds-WP_000624956.1,gene-NWMN_RS06930,WP_000624956.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1351623_1351815_pos,NWMN_RS06935,WP_001053371.1,,1351623,1351815,pos,,hypothetical protein,Genbank:WP_001053371.1,COORDINATES: similar to AA sequence:RefSeq:YP_499837.1,CDS,cds-WP_001053371.1,gene-NWMN_RS06935,WP_001053371.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1352363_1353389_neg,NWMN_RS06940,WP_000622700.1,,1352363,1353389,neg,,low specificity L-threonine aldolase,Genbank:WP_000622700.1,COORDINATES: similar to AA sequence:RefSeq:YP_499838.1,CDS,cds-WP_000622700.1,gene-NWMN_RS06940,WP_000622700.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1353658_1353856_pos,NWMN_RS06945,WP_000435068.1,,1353658,1353856,pos,,hypothetical protein,Genbank:WP_000435068.1,COORDINATES: similar to AA sequence:RefSeq:YP_008530240.1,CDS,cds-WP_000435068.1,gene-NWMN_RS06945,WP_000435068.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1353913_1355395_pos,NWMN_RS06950,WP_001212860.1,cls,1353913,1355395,pos,,cardiolipin synthase,Genbank:WP_001212860.1,COORDINATES: similar to AA sequence:RefSeq:YP_499840.1,CDS,cds-WP_001212860.1,gene-NWMN_RS06950,WP_001212860.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1355569_1356478_pos,NWMN_RS06955,WP_000593436.1,,1355569,1356478,pos,,ABC transporter ATP-binding protein,Genbank:WP_000593436.1,COORDINATES: similar to AA sequence:RefSeq:YP_499841.1,CDS,cds-WP_000593436.1,gene-NWMN_RS06955,WP_000593436.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1356446_1357178_pos,NWMN_RS06960,WP_000603968.1,,1356446,1357178,pos,,ABC transporter permease,Genbank:WP_000603968.1,COORDINATES: similar to AA sequence:RefSeq:YP_499842.1,CDS,cds-WP_000603968.1,gene-NWMN_RS06960,WP_000603968.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1357181_1358273_pos,NWMN_RS06965,WP_000670300.1,,1357181,1358273,pos,,sensor histidine kinase,Genbank:WP_000670300.1,COORDINATES: similar to AA sequence:RefSeq:YP_499843.1,CDS,cds-WP_000670300.1,gene-NWMN_RS06965,WP_000670300.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1358269_1358872_pos,NWMN_RS06970,WP_000202390.1,,1358269,1358872,pos,,response regulator transcription factor,Genbank:WP_000202390.1,COORDINATES: similar to AA sequence:RefSeq:YP_499844.1,CDS,cds-WP_000202390.1,gene-NWMN_RS06970,WP_000202390.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1358984_1359173_neg,NWMN_RS06975,WP_001027143.1,,1358984,1359173,neg,,hypothetical protein,Genbank:WP_001027143.1,COORDINATES: similar to AA sequence:RefSeq:YP_499845.1,CDS,cds-WP_001027143.1,gene-NWMN_RS06975,WP_001027143.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1359311_1359845_pos,NWMN_RS06980,WP_000841351.1,,1359311,1359845,pos,,thermonuclease family protein,Genbank:WP_000841351.1,COORDINATES: similar to AA sequence:RefSeq:YP_499846.1,CDS,cds-WP_000841351.1,gene-NWMN_RS06980,WP_000841351.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1359987_1360842_neg,NWMN_RS06985,WP_000011823.1,,1359987,1360842,neg,,hypothetical protein,Genbank:WP_000011823.1,COORDINATES: similar to AA sequence:RefSeq:YP_499847.1,CDS,cds-WP_000011823.1,gene-NWMN_RS06985,WP_000011823.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1361172_1361748_pos,NWMN_RS06990,WP_001803470.1,,1361172,1361748,pos,,hypothetical protein,Genbank:WP_001803470.1,COORDINATES: similar to AA sequence:RefSeq:YP_499848.1,CDS,cds-WP_001803470.1,gene-NWMN_RS06990,WP_001803470.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1361801_1363184_neg,NWMN_RS06995,WP_000868645.1,,1361801,1363184,neg,,aspartate kinase,Genbank:WP_000868645.1,COORDINATES: similar to AA sequence:RefSeq:YP_499849.1,CDS,cds-WP_000868645.1,gene-NWMN_RS06995,WP_000868645.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1363374_1364655_pos,NWMN_RS07000,WP_000735864.1,,1363374,1364655,pos,,homoserine dehydrogenase,Genbank:WP_000735864.1,COORDINATES: similar to AA sequence:RefSeq:YP_499850.1,CDS,cds-WP_000735864.1,gene-NWMN_RS07000,WP_000735864.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1364660_1365722_pos,NWMN_RS07005,WP_001255460.1,,1364660,1365722,pos,,threonine synthase,Genbank:WP_001255460.1,COORDINATES: similar to AA sequence:RefSeq:YP_499851.1,CDS,cds-WP_001255460.1,gene-NWMN_RS07005,WP_001255460.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_1365723_1366638_pos,NWMN_RS07010,WP_000073184.1,,1365723,1366638,pos,,homoserine kinase,Genbank:WP_000073184.1,COORDINATES: similar to AA sequence:RefSeq:YP_499852.1,CDS,cds-WP_000073184.1,gene-NWMN_RS07010,WP_000073184.1,CDS,11,Protein Homology,0,,,
