,locus_tag,protein_id,gene,start,end,strand,pseudo,product,db_xref,EC_number,old_locus_tag,inference
CDS_NZ_CP065432.1_1794547_1796035_pos,I5593_RS08595,WP_000005612.1,,1794547,1796035,pos,,NAD-dependent phenylacetaldehyde dehydrogenase,,,I5593_08595,COORDINATES: similar to AA sequence:RefSeq:YP_004995599.1
CDS_NZ_CP065432.1_1796106_1798569_neg,I5593_RS08600,WP_000935128.1,,1796106,1798569,neg,,penicillin acylase family protein,,,I5593_08600,COORDINATES: similar to AA sequence:RefSeq:YP_004995598.1
CDS_NZ_CP065432.1_1798829_1799609_neg,I5593_RS08605,WP_001138980.1,pcaD,1798829,1799609,neg,,3-oxoadipate enol-lactonase,,3.1.1.24,I5593_08605,COORDINATES: similar to AA sequence:RefSeq:YP_004995597.1
CDS_NZ_CP065432.1_1799619_1800834_neg,I5593_RS08610,WP_000786448.1,pcaF,1799619,1800834,neg,,3-oxoadipyl-CoA thiolase,,2.3.1.174,I5593_08610,COORDINATES: similar to AA sequence:RefSeq:YP_004995596.1
CDS_NZ_CP065432.1_1801253_1801907_neg,I5593_RS08615,WP_000121757.1,,1801253,1801907,neg,,CoA transferase subunit B,,,I5593_08615,COORDINATES: similar to AA sequence:RefSeq:YP_004995595.1
CDS_NZ_CP065432.1_1801925_1802597_neg,I5593_RS08620,WP_000565989.1,,1801925,1802597,neg,,3-oxoacid CoA-transferase subunit A,,,I5593_08620,COORDINATES: similar to AA sequence:RefSeq:YP_004995594.1
CDS_NZ_CP065432.1_1802731_1803652_neg,I5593_RS08625,WP_001081618.1,catA,1802731,1803652,neg,,"catechol 1,2-dioxygenase",,1.13.11.1,I5593_08625,COORDINATES: similar to AA sequence:RefSeq:YP_004995593.1
CDS_NZ_CP065432.1_1803812_1804103_neg,I5593_RS08630,WP_000897236.1,catC,1803812,1804103,neg,,muconolactone Delta-isomerase,,5.3.3.4,I5593_08630,COORDINATES: similar to AA sequence:RefSeq:YP_004995592.1
CDS_NZ_CP065432.1_1804126_1805233_neg,I5593_RS08635,WP_001983775.1,,1804126,1805233,neg,,muconate cycloisomerase,,,I5593_08635,COORDINATES: similar to AA sequence:RefSeq:WP_017816115.1
CDS_NZ_CP065432.1_1805333_1806248_pos,I5593_RS08640,WP_000423293.1,,1805333,1806248,pos,,LysR family transcriptional regulator,,,I5593_08640,COORDINATES: similar to AA sequence:RefSeq:YP_004995590.1
CDS_NZ_CP065432.1_1806329_1807124_pos,I5593_RS08645,WP_001226561.1,,1806329,1807124,pos,,hypothetical protein,,,I5593_08645,COORDINATES: similar to AA sequence:RefSeq:WP_004792086.1
CDS_NZ_CP065432.1_1807191_1807908_neg,I5593_RS08650,WP_000029959.1,,1807191,1807908,neg,,FadR family transcriptional regulator,,,I5593_08650,COORDINATES: similar to AA sequence:RefSeq:YP_004995588.1
CDS_NZ_CP065432.1_1807991_1809725_neg,I5593_RS08655,WP_001058535.1,,1807991,1809725,neg,,dihydroxy-acid dehydratase,,,I5593_08655,COORDINATES: similar to AA sequence:RefSeq:YP_004995587.1
CDS_NZ_CP065432.1_1809894_1811199_pos,I5593_RS08660,WP_000345073.1,abaQ,1809894,1811199,pos,,multidrug efflux MFS transporter AbaQ,,,I5593_08660,COORDINATES: similar to AA sequence:RefSeq:WP_000345069.1
CDS_NZ_CP065432.1_1811209_1812208_pos,I5593_RS08665,WP_001165791.1,,1811209,1812208,pos,,hypothetical protein,,,I5593_08665,COORDINATES: similar to AA sequence:RefSeq:YP_004995585.1
CDS_NZ_CP065432.1_1812219_1813794_pos,I5593_RS08670,WP_000234419.1,,1812219,1813794,pos,,aldehyde dehydrogenase (NADP(+)),,,I5593_08670,COORDINATES: similar to AA sequence:RefSeq:YP_004995584.1
CDS_NZ_CP065432.1_1813845_1814742_neg,I5593_RS08675,WP_001022500.1,,1813845,1814742,neg,,hypothetical protein,,,I5593_08675,COORDINATES: similar to AA sequence:RefSeq:YP_004995580.1
CDS_NZ_CP065432.1_1815071_1815902_pos,I5593_RS08680,WP_000542611.1,,1815071,1815902,pos,,alpha/beta hydrolase,,,I5593_08680,COORDINATES: similar to AA sequence:RefSeq:YP_004995579.1
CDS_NZ_CP065432.1_1816060_1817299_pos,I5593_RS08685,WP_000862288.1,,1816060,1817299,pos,,NADH:flavin oxidoreductase/NADH oxidase family protein,,,I5593_08685,COORDINATES: similar to AA sequence:RefSeq:YP_004995578.1
CDS_NZ_CP065432.1_1817314_1818382_pos,I5593_RS08690,WP_000184209.1,,1817314,1818382,pos,,saccharopine dehydrogenase NADP-binding domain-containing protein,,,I5593_08690,COORDINATES: similar to AA sequence:RefSeq:WP_005123965.1
CDS_NZ_CP065432.1_1818443_1819250_neg,I5593_RS08695,WP_000477550.1,,1818443,1819250,neg,,type 1 glutamine amidotransferase domain-containing protein,,,I5593_08695,COORDINATES: similar to AA sequence:RefSeq:WP_017725429.1
CDS_NZ_CP065432.1_1819325_1819742_neg,I5593_RS08700,WP_001026795.1,,1819325,1819742,neg,,MerR family transcriptional regulator,,,I5593_08700,COORDINATES: similar to AA sequence:RefSeq:YP_004995576.1
CDS_NZ_CP065432.1_1819896_1820589_pos,I5593_RS08705,WP_000044224.1,,1819896,1820589,pos,,type 1 glutamine amidotransferase domain-containing protein,,,I5593_08705,COORDINATES: similar to AA sequence:RefSeq:YP_004995575.1
CDS_NZ_CP065432.1_1820682_1821888_neg,I5593_RS08710,WP_000044144.1,,1820682,1821888,neg,,FAD-dependent oxidoreductase,,,I5593_08710,COORDINATES: similar to AA sequence:RefSeq:YP_004995574.1
CDS_NZ_CP065432.1_1822046_1822595_neg,I5593_RS08715,WP_000323486.1,,1822046,1822595,neg,,Rrf2 family transcriptional regulator,,,I5593_08715,COORDINATES: similar to AA sequence:RefSeq:WP_017386088.1
CDS_NZ_CP065432.1_1822793_1823813_neg,I5593_RS08720,WP_000155956.1,,1822793,1823813,neg,,MBL fold metallo-hydrolase,,,I5593_08720,COORDINATES: similar to AA sequence:RefSeq:YP_004995571.1
CDS_NZ_CP065432.1_1823953_1824523_neg,I5593_RS08725,WP_000113707.1,,1823953,1824523,neg,,TetR/AcrR family transcriptional regulator,,,I5593_08725,COORDINATES: similar to AA sequence:RefSeq:YP_004995570.1
CDS_NZ_CP065432.1_1824616_1825552_neg,I5593_RS08730,WP_001004594.1,,1824616,1825552,neg,,LysR family transcriptional regulator,,,I5593_08730,COORDINATES: similar to AA sequence:RefSeq:YP_004995569.1
CDS_NZ_CP065432.1_1825730_1826495_pos,I5593_RS08735,WP_000190710.1,,1825730,1826495,pos,,SDR family oxidoreductase,,,I5593_08735,COORDINATES: similar to AA sequence:RefSeq:YP_004995568.1
CDS_NZ_CP065432.1_1826507_1827263_pos,I5593_RS08740,WP_000272929.1,,1826507,1827263,pos,,glucose 1-dehydrogenase,,1.1.1.47,I5593_08740,COORDINATES: similar to AA sequence:RefSeq:YP_004995567.1
CDS_NZ_CP065432.1_1827307_1828219_pos,I5593_RS08745,WP_000154577.1,,1827307,1828219,pos,,SDR family NAD(P)-dependent oxidoreductase,,,I5593_08745,COORDINATES: similar to AA sequence:RefSeq:YP_004995566.1
CDS_NZ_CP065432.1_1828221_1828683_pos,I5593_RS08750,WP_000164988.1,,1828221,1828683,pos,,MaoC family dehydratase,,,I5593_08750,COORDINATES: similar to AA sequence:RefSeq:YP_004995565.1
CDS_NZ_CP065432.1_1828692_1830516_pos,I5593_RS08755,WP_000064136.1,,1828692,1830516,pos,,acyl-CoA dehydrogenase,,,I5593_08755,COORDINATES: similar to AA sequence:RefSeq:YP_004995564.1
CDS_NZ_CP065432.1_1830673_1832047_pos,I5593_RS08760,WP_000730716.1,,1830673,1832047,pos,,outer membrane protein transport protein,,,I5593_08760,COORDINATES: similar to AA sequence:RefSeq:YP_004995563.1
CDS_NZ_CP065432.1_1832184_1833825_pos,I5593_RS08765,WP_000166093.1,,1832184,1833825,pos,,AMP-binding protein,,,I5593_08765,COORDINATES: similar to AA sequence:RefSeq:YP_004995562.1
CDS_NZ_CP065432.1_1833899_1834802_pos,I5593_RS08770,WP_000534578.1,,1833899,1834802,pos,,bile acid:sodium symporter family protein,,,I5593_08770,COORDINATES: similar to AA sequence:RefSeq:YP_004995561.1
CDS_NZ_CP065432.1_1835167_1835329_pos,I5593_RS08775,WP_153300538.1,,1835167,1835329,pos,,hypothetical protein,,,I5593_08775,COORDINATES: ab initio prediction:GeneMarkS-2+
CDS_NZ_CP065432.1_1835565_1836114_pos,I5593_RS08780,WP_001180453.1,,1835565,1836114,pos,,TetR/AcrR family transcriptional regulator,,,I5593_08780,COORDINATES: similar to AA sequence:RefSeq:WP_001180448.1
CDS_NZ_CP065432.1_1836353_1838093_pos,I5593_RS08785,WP_000956370.1,,1836353,1838093,pos,,ShlB/FhaC/HecB family hemolysin secretion/activation protein,,,I5593_08785,COORDINATES: similar to AA sequence:RefSeq:YP_004995537.1
CDS_NZ_CP065432.1_1838117_1844303_pos,I5593_RS08790,WP_002134361.1,,1838117,1844303,pos,,DUF637 domain-containing protein,,,I5593_08790,COORDINATES: similar to AA sequence:RefSeq:WP_002134361.1
CDS_NZ_CP065432.1_1844314_1844734_pos,I5593_RS08795,WP_000482554.1,,1844314,1844734,pos,,DUF596 domain-containing protein,,,I5593_08795,COORDINATES: similar to AA sequence:RefSeq:WP_000482554.1
CDS_NZ_CP065432.1_1844733_1845030_pos,I5593_RS08800,WP_000608625.1,,1844733,1845030,pos,,hypothetical protein,,,I5593_08800,COORDINATES: similar to AA sequence:RefSeq:WP_000608625.1
CDS_NZ_CP065432.1_1845807_1845948_pos,I5593_RS08805,WP_000770268.1,,1845807,1845948,pos,,hypothetical protein,,,I5593_08805,COORDINATES: similar to AA sequence:RefSeq:WP_000770268.1
CDS_NZ_CP065432.1_1846142_1847483_neg,I5593_RS08810,WP_000786782.1,,1846142,1847483,neg,,MFS transporter,,,I5593_08810,COORDINATES: similar to AA sequence:RefSeq:WP_004708638.1
CDS_NZ_CP065432.1_1847492_1848305_neg,I5593_RS08815,WP_000995631.1,,1847492,1848305,neg,,amidohydrolase family protein,,,I5593_08815,COORDINATES: similar to AA sequence:RefSeq:WP_000995611.1
CDS_NZ_CP065432.1_1848312_1849602_neg,I5593_RS08820,WP_000126040.1,,1848312,1849602,neg,,SLC13 family permease,,,I5593_08820,COORDINATES: similar to AA sequence:RefSeq:WP_019456732.1
CDS_NZ_CP065432.1_1849713_1850445_pos,I5593_RS08825,WP_000883501.1,,1849713,1850445,pos,,GntR family transcriptional regulator,,,I5593_08825,COORDINATES: similar to AA sequence:RefSeq:WP_000883485.1
CDS_NZ_CP065432.1_1850538_1851417_neg,I5593_RS08830,WP_000404165.1,,1850538,1851417,neg,,SMP-30/gluconolactonase/LRE family protein,,,I5593_08830,COORDINATES: similar to AA sequence:RefSeq:WP_002047239.1
CDS_NZ_CP065432.1_1851713_1853057_pos,I5593_RS08835,WP_000053789.1,,1851713,1853057,pos,,MFS transporter,,,I5593_08835,COORDINATES: similar to AA sequence:RefSeq:WP_017724841.1
CDS_NZ_CP065432.1_1853157_1854090_neg,I5593_RS08840,WP_000366423.1,,1853157,1854090,neg,,LysR family transcriptional regulator,,,I5593_08840,COORDINATES: similar to AA sequence:RefSeq:YP_004995549.1
CDS_NZ_CP065432.1_1854189_1854624_pos,I5593_RS08845,WP_001166491.1,,1854189,1854624,pos,,DMT family transporter,,,I5593_08845,COORDINATES: similar to AA sequence:RefSeq:WP_016805689.1
CDS_NZ_CP065432.1_1854633_1855092_pos,I5593_RS08850,WP_000584779.1,,1854633,1855092,pos,,DMT family transporter,,,I5593_08850,COORDINATES: similar to AA sequence:RefSeq:WP_000153889.1
CDS_NZ_CP065432.1_1855191_1856277_neg,I5593_RS08855,WP_000105384.1,,1855191,1856277,neg,,HlyD family secretion protein,,,I5593_08855,COORDINATES: similar to AA sequence:RefSeq:YP_004995530.1
CDS_NZ_CP065432.1_1856273_1857851_neg,I5593_RS08860,WP_001026286.1,,1856273,1857851,neg,,MFS transporter,,,I5593_08860,COORDINATES: similar to AA sequence:RefSeq:YP_004995529.1
CDS_NZ_CP065432.1_1858017_1858638_pos,I5593_RS08865,WP_001278399.1,,1858017,1858638,pos,,TetR/AcrR family transcriptional regulator,,,I5593_08865,COORDINATES: similar to AA sequence:RefSeq:YP_004995528.1
CDS_NZ_CP065432.1_1858715_1860293_neg,I5593_RS08870,WP_000152487.1,,1858715,1860293,neg,,aldehyde dehydrogenase (NADP(+)),,,I5593_08870,COORDINATES: similar to AA sequence:RefSeq:WP_004747107.1
CDS_NZ_CP065432.1_1860309_1862097_neg,I5593_RS08875,WP_000999643.1,,1860309,1862097,neg,,dihydroxy-acid dehydratase family protein,,,I5593_08875,COORDINATES: similar to AA sequence:RefSeq:WP_020753168.1
CDS_NZ_CP065432.1_1862185_1863361_neg,I5593_RS08880,WP_001011878.1,,1862185,1863361,neg,,fumarylacetoacetate hydrolase family protein,,,I5593_08880,COORDINATES: similar to AA sequence:RefSeq:YP_004995523.1
CDS_NZ_CP065432.1_1863472_1864408_pos,I5593_RS08885,WP_000774594.1,,1863472,1864408,pos,,LysR family transcriptional regulator,,,I5593_08885,COORDINATES: similar to AA sequence:RefSeq:WP_000774591.1
CDS_NZ_CP065432.1_1864618_1865590_pos,I5593_RS08890,WP_001101643.1,,1864618,1865590,pos,,NAD-dependent epimerase/dehydratase family protein,,,I5593_08890,COORDINATES: similar to AA sequence:RefSeq:YP_004995520.1
CDS_NZ_CP065432.1_1865623_1867000_pos,I5593_RS08895,WP_000389451.1,,1865623,1867000,pos,,MFS transporter,,,I5593_08895,COORDINATES: similar to AA sequence:RefSeq:YP_004995519.1
CDS_NZ_CP065432.1_1866999_1867872_pos,I5593_RS08900,WP_000090985.1,,1866999,1867872,pos,,NAD(P)-dependent oxidoreductase,,,I5593_08900,COORDINATES: similar to AA sequence:RefSeq:YP_004995518.1
CDS_NZ_CP065432.1_1867967_1868852_neg,I5593_RS08905,WP_000013631.1,,1867967,1868852,neg,,AraC family transcriptional regulator,,,I5593_08905,COORDINATES: similar to AA sequence:RefSeq:WP_000013630.1
CDS_NZ_CP065432.1_1869060_1869555_pos,I5593_RS08910,WP_001989396.1,,1869060,1869555,pos,,cupin domain-containing protein,,,I5593_08910,COORDINATES: similar to AA sequence:RefSeq:WP_001989396.1
CDS_NZ_CP065432.1_1869667_1870306_pos,I5593_RS08915,WP_001181581.1,,1869667,1870306,pos,,carboxymuconolactone decarboxylase family protein,,,I5593_08915,COORDINATES: similar to AA sequence:RefSeq:WP_016805848.1
CDS_NZ_CP065432.1_1870361_1871414_pos,I5593_RS08920,WP_000206303.1,,1870361,1871414,pos,,NAD(P)-dependent alcohol dehydrogenase,,,I5593_08920,COORDINATES: similar to AA sequence:RefSeq:WP_000206304.1
CDS_NZ_CP065432.1_1871843_1872863_pos,I5593_RS08925,WP_000770275.1,,1871843,1872863,pos,,ABC transporter substrate-binding protein,,,I5593_08925,COORDINATES: similar to AA sequence:RefSeq:YP_004995516.1
CDS_NZ_CP065432.1_1872865_1873876_pos,I5593_RS08930,WP_000413224.1,,1872865,1873876,pos,,iron ABC transporter permease,,,I5593_08930,COORDINATES: similar to AA sequence:RefSeq:YP_004995515.1
CDS_NZ_CP065432.1_1873872_1874637_pos,I5593_RS08935,WP_000614439.1,,1873872,1874637,pos,,ABC transporter ATP-binding protein,,,I5593_08935,COORDINATES: similar to AA sequence:RefSeq:YP_004995514.1
CDS_NZ_CP065432.1_1874633_1875125_pos,I5593_RS08940,WP_001983797.1,,1874633,1875125,pos,,GNAT family N-acetyltransferase,,,I5593_08940,COORDINATES: similar to AA sequence:RefSeq:YP_004995513.1
CDS_NZ_CP065432.1_1875119_1875908_neg,I5593_RS08945,WP_001244455.1,,1875119,1875908,neg,,helix-turn-helix transcriptional regulator,,,I5593_08945,COORDINATES: similar to AA sequence:RefSeq:YP_004995512.1
CDS_NZ_CP065432.1_1876006_1876810_pos,I5593_RS08950,WP_000965116.1,,1876006,1876810,pos,,sulfite exporter TauE/SafE family protein,,,I5593_08950,COORDINATES: similar to AA sequence:RefSeq:YP_004995511.1
CDS_NZ_CP065432.1_1876991_1877876_pos,I5593_RS08955,WP_001007512.1,,1876991,1877876,pos,,ribose-phosphate pyrophosphokinase,,,I5593_08955,COORDINATES: similar to AA sequence:RefSeq:YP_004995510.1
CDS_NZ_CP065432.1_1877887_1879381_pos,I5593_RS08960,WP_197327547.1,,1877887,1879381,pos,,nicotinate phosphoribosyltransferase,,6.3.4.21,I5593_08960,COORDINATES: similar to AA sequence:RefSeq:YP_004995509.1
CDS_NZ_CP065432.1_1879441_1880209_pos,I5593_RS08965,WP_000155309.1,,1879441,1880209,pos,,NUDIX hydrolase,,,I5593_08965,COORDINATES: similar to AA sequence:RefSeq:YP_004995508.1
CDS_NZ_CP065432.1_1880282_1881677_pos,I5593_RS08970,WP_000020061.1,,1880282,1881677,pos,,methylenetetrahydrofolate reductase C-terminal domain-containing protein,,,I5593_08970,COORDINATES: similar to AA sequence:RefSeq:WP_017398310.1
CDS_NZ_CP065432.1_1882084_1882453_pos,I5593_RS08975,,,1882084,1882453,pos,True,hypothetical protein,,,I5593_08975,COORDINATES: similar to AA sequence:RefSeq:WP_000174064.1
CDS_NZ_CP065432.1_1882433_1882901_pos,I5593_RS08980,WP_000523726.1,,1882433,1882901,pos,,hypothetical protein,,,I5593_08980,COORDINATES: similar to AA sequence:RefSeq:WP_000523726.1
CDS_NZ_CP065432.1_1882961_1883354_pos,I5593_RS08985,WP_000787582.1,,1882961,1883354,pos,,hypothetical protein,,,I5593_08985,COORDINATES: similar to AA sequence:RefSeq:WP_000787582.1
CDS_NZ_CP065432.1_1883480_1884092_pos,I5593_RS08990,WP_000021852.1,,1883480,1884092,pos,,hypothetical protein,,,I5593_08990,COORDINATES: similar to AA sequence:RefSeq:WP_000021852.1
CDS_NZ_CP065432.1_1884096_1885359_neg,I5593_RS08995,WP_000858237.1,,1884096,1885359,neg,,LlaJI family restriction endonuclease,,,I5593_08995,COORDINATES: similar to AA sequence:RefSeq:WP_000858237.1
CDS_NZ_CP065432.1_1885348_1887022_neg,I5593_RS09000,WP_000064438.1,,1885348,1887022,neg,,AAA family ATPase,,,I5593_09000,COORDINATES: similar to AA sequence:RefSeq:WP_000064438.1
CDS_NZ_CP065432.1_1887095_1888388_pos,I5593_RS09005,WP_002134917.1,dcm,1887095,1888388,pos,,DNA (cytosine-5-)-methyltransferase,,2.1.1.37,I5593_09005,COORDINATES: similar to AA sequence:RefSeq:WP_002134917.1
CDS_NZ_CP065432.1_1888388_1888913_neg,I5593_RS09010,WP_000227709.1,vsr,1888388,1888913,neg,,DNA mismatch endonuclease Vsr,,,I5593_09010,COORDINATES: similar to AA sequence:RefSeq:WP_000227709.1
CDS_NZ_CP065432.1_1889267_1890500_pos,I5593_RS09015,WP_000392838.1,,1889267,1890500,pos,,DUF262 domain-containing protein,,,I5593_09015,COORDINATES: similar to AA sequence:RefSeq:WP_000392838.1
CDS_NZ_CP065432.1_1890496_1891312_pos,I5593_RS09020,WP_001983808.1,,1890496,1891312,pos,,AAA family ATPase,,,I5593_09020,COORDINATES: similar to AA sequence:RefSeq:WP_001983808.1
CDS_NZ_CP065432.1_1891296_1891572_pos,I5593_RS09025,WP_002134912.1,,1891296,1891572,pos,,DUF3696 domain-containing protein,,,I5593_09025,COORDINATES: similar to AA sequence:RefSeq:WP_002134912.1
CDS_NZ_CP065432.1_1891573_1892458_pos,I5593_RS09030,WP_000350112.1,,1891573,1892458,pos,,type II toxin-antitoxin system RelE/ParE family toxin,,,I5593_09030,COORDINATES: similar to AA sequence:RefSeq:WP_000350112.1
CDS_NZ_CP065432.1_1892998_1894273_pos,I5593_RS09035,,,1892998,1894273,pos,True,amidase,,,I5593_09035,COORDINATES: similar to AA sequence:RefSeq:WP_000935397.1
CDS_NZ_CP065432.1_1894961_1896023_pos,I5593_RS09040,WP_000370768.1,,1894961,1896023,pos,,HlyD family secretion protein,,,I5593_09040,COORDINATES: similar to AA sequence:RefSeq:YP_004995506.1
CDS_NZ_CP065432.1_1896048_1897596_pos,I5593_RS09045,WP_001032984.1,,1896048,1897596,pos,,DHA2 family efflux MFS transporter permease subunit,,,I5593_09045,COORDINATES: similar to AA sequence:RefSeq:WP_001032987.1
CDS_NZ_CP065432.1_1897783_1898572_pos,I5593_RS09050,WP_075874782.1,,1897783,1898572,pos,,hypothetical protein,,,I5593_09050,COORDINATES: similar to AA sequence:RefSeq:YP_004995504.1
CDS_NZ_CP065432.1_1898568_1900155_pos,I5593_RS09055,WP_000841514.1,,1898568,1900155,pos,,GH3 auxin-responsive promoter family protein,,,I5593_09055,COORDINATES: similar to AA sequence:RefSeq:YP_004995503.1
CDS_NZ_CP065432.1_1900241_1901480_pos,I5593_RS09060,WP_086435778.1,,1900241,1901480,pos,,TolC family protein,,,I5593_09060,COORDINATES: similar to AA sequence:RefSeq:YP_004995502.1
CDS_NZ_CP065432.1_1901472_1902636_pos,I5593_RS09065,WP_001044483.1,,1901472,1902636,pos,,hypothetical protein,,,I5593_09065,COORDINATES: similar to AA sequence:RefSeq:YP_004995501.1
CDS_NZ_CP065432.1_1902762_1903734_pos,I5593_RS09070,WP_100244294.1,,1902762,1903734,pos,,acid phosphatase,,,I5593_09070,COORDINATES: similar to AA sequence:RefSeq:YP_004995500.1
CDS_NZ_CP065432.1_1903745_1904390_pos,I5593_RS09075,WP_000817317.1,,1903745,1904390,pos,,hypothetical protein,,,I5593_09075,COORDINATES: similar to AA sequence:RefSeq:YP_004995499.1
CDS_NZ_CP065432.1_1904424_1904865_neg,I5593_RS09080,WP_000193134.1,,1904424,1904865,neg,,HD domain-containing protein,,,I5593_09080,COORDINATES: similar to AA sequence:RefSeq:YP_004995498.1
CDS_NZ_CP065432.1_1905160_1905472_pos,I5593_RS09085,WP_000737064.1,,1905160,1905472,pos,,helix-turn-helix domain-containing protein,,,I5593_09085,COORDINATES: similar to AA sequence:RefSeq:WP_000737064.1
CDS_NZ_CP065432.1_1906194_1906746_pos,I5593_RS09090,WP_002134901.1,,1906194,1906746,pos,,TetR/AcrR family transcriptional regulator,,,I5593_09090,COORDINATES: similar to AA sequence:RefSeq:WP_005135235.1
CDS_NZ_CP065432.1_1906801_1907059_neg,I5593_RS09095,WP_000733606.1,,1906801,1907059,neg,,hypothetical protein,,,I5593_09095,COORDINATES: similar to AA sequence:RefSeq:WP_000733606.1
CDS_NZ_CP065432.1_1907258_1910336_pos,I5593_RS09100,WP_000627233.1,,1907258,1910336,pos,,DEAD/DEAH box helicase family protein,,,I5593_09100,COORDINATES: similar to AA sequence:RefSeq:WP_000627233.1
CDS_NZ_CP065432.1_1910444_1910963_pos,I5593_RS09105,WP_000789095.1,,1910444,1910963,pos,,GNAT family N-acetyltransferase,,,I5593_09105,COORDINATES: similar to AA sequence:RefSeq:WP_000651613.1
CDS_NZ_CP065432.1_1910967_1911045_pos,I5593_RS09110,,,1910967,1911045,pos,True,TetR family transcriptional regulator,,,I5593_09110,COORDINATES: similar to AA sequence:RefSeq:WP_017390745.1
CDS_NZ_CP065432.1_1911215_1911803_pos,I5593_RS09115,WP_001133593.1,,1911215,1911803,pos,,hypothetical protein,,,I5593_09115,COORDINATES: similar to AA sequence:RefSeq:WP_005040540.1
CDS_NZ_CP065432.1_1911827_1912370_neg,I5593_RS09120,WP_001002974.1,,1911827,1912370,neg,,RNA 2'-phosphotransferase,,,I5593_09120,COORDINATES: similar to AA sequence:RefSeq:WP_005123621.1
CDS_NZ_CP065432.1_1912541_1913069_pos,I5593_RS09125,WP_001016251.1,,1912541,1913069,pos,,hypothetical protein,,,I5593_09125,COORDINATES: similar to AA sequence:RefSeq:WP_001016251.1
CDS_NZ_CP065432.1_1913121_1914006_neg,I5593_RS09130,WP_000937049.1,,1913121,1914006,neg,,prolyl oligopeptidase family serine peptidase,,,I5593_09130,COORDINATES: similar to AA sequence:RefSeq:WP_004701533.1
CDS_NZ_CP065432.1_1914129_1914972_neg,I5593_RS09135,WP_000049718.1,,1914129,1914972,neg,,SDR family NAD(P)-dependent oxidoreductase,,,I5593_09135,COORDINATES: similar to AA sequence:RefSeq:YP_004995481.1
CDS_NZ_CP065432.1_1915017_1915878_neg,I5593_RS09140,WP_000872847.1,,1915017,1915878,neg,,SDR family NAD(P)-dependent oxidoreductase,,,I5593_09140,COORDINATES: similar to AA sequence:RefSeq:YP_004995480.1
CDS_NZ_CP065432.1_1915908_1916823_neg,I5593_RS09145,WP_025079730.1,,1915908,1916823,neg,,alpha/beta fold hydrolase,,,I5593_09145,COORDINATES: similar to AA sequence:RefSeq:WP_000520419.1
CDS_NZ_CP065432.1_1917014_1918040_pos,I5593_RS09150,WP_001013802.1,,1917014,1918040,pos,,AraC family transcriptional regulator,,,I5593_09150,COORDINATES: similar to AA sequence:RefSeq:WP_001013799.1
CDS_NZ_CP065432.1_1918113_1919109_neg,I5593_RS09155,WP_000373596.1,adeT1,1918113,1919109,neg,,putative multidrug efflux protein AdeT1,,,I5593_09155,COORDINATES: similar to AA sequence:RefSeq:YP_004995477.1
CDS_NZ_CP065432.1_1919232_1920306_neg,I5593_RS09160,WP_000837464.1,adeS,1919232,1920306,neg,,two-component sensor histidine kinase AdeS,,,I5593_09160,COORDINATES: similar to AA sequence:RefSeq:WP_000837467.1
CDS_NZ_CP065432.1_1920337_1921081_neg,I5593_RS09165,WP_000459547.1,adeR,1920337,1921081,neg,,efflux system response regulator transcription factor AdeR,,,I5593_09165,COORDINATES: similar to AA sequence:RefSeq:WP_017725630.1
CDS_NZ_CP065432.1_1921226_1922417_pos,I5593_RS09170,WP_001169091.1,adeA,1921226,1922417,pos,,multidrug efflux RND transporter periplasmic adaptor subunit AdeA,,,I5593_09170,COORDINATES: similar to AA sequence:RefSeq:WP_001169094.1
CDS_NZ_CP065432.1_1922413_1925524_pos,I5593_RS09175,WP_000987607.1,adeB,1922413,1925524,pos,,multidrug efflux RND transporter permease subunit AdeB,,,I5593_09175,COORDINATES: similar to AA sequence:RefSeq:YP_004995402.1
CDS_NZ_CP065432.1_1925671_1927933_neg,I5593_RS09180,WP_000166999.1,,1925671,1927933,neg,,excinuclease ABC subunit UvrA,,,I5593_09180,COORDINATES: similar to AA sequence:RefSeq:WP_000166990.1
CDS_NZ_CP065432.1_1929241_1929532_pos,I5593_RS09185,WP_000794351.1,,1929241,1929532,pos,,hypothetical protein,,,I5593_09185,COORDINATES: similar to AA sequence:RefSeq:WP_004792375.1
CDS_NZ_CP065432.1_1929908_1930064_pos,I5593_RS09190,,,1929908,1930064,pos,True,molecular chaperone,,,I5593_09190,COORDINATES: similar to AA sequence:RefSeq:WP_009391205.1
CDS_NZ_CP065432.1_1930121_1932680_pos,I5593_RS09195,WP_001124962.1,,1930121,1932680,pos,,fimbrial biogenesis outer membrane usher protein,,,I5593_09195,COORDINATES: similar to AA sequence:RefSeq:YP_004995416.1
CDS_NZ_CP065432.1_1932676_1933687_pos,I5593_RS09200,WP_000821732.1,,1932676,1933687,pos,,fimbrial protein,,,I5593_09200,COORDINATES: similar to AA sequence:RefSeq:WP_000821748.1
CDS_NZ_CP065432.1_1933793_1934774_pos,I5593_RS09205,WP_162622428.1,,1933793,1934774,pos,,DUF4882 family protein,,,I5593_09205,COORDINATES: similar to AA sequence:RefSeq:YP_004995414.1
CDS_NZ_CP065432.1_1934830_1935940_neg,I5593_RS09210,WP_000842127.1,,1934830,1935940,neg,,S-(hydroxymethyl)glutathione dehydrogenase/class III alcohol dehydrogenase,,,I5593_09210,COORDINATES: similar to AA sequence:RefSeq:YP_004995413.1
