,locus_tag,protein_id,gene,start,end,strand,pseudo,product,db_xref,EC_number,old_locus_tag,inference
CDS_AP022509.1_2402633_2402849_pos,STN0717ENT60_22450,BBW31322.1,,2402633,2402849,pos,,biofilm-dependent modulation protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2402944_2403082_pos,STN0717ENT60_22460,BBW31323.1,,2402944,2403082,pos,,30S ribosomal protein S22,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2403258_2404956_pos,STN0717ENT60_22470,BBW31324.1,maeA,2403258,2404956,pos,,NAD-dependent malic enzyme,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2405300_2407010_pos,STN0717ENT60_22480,BBW31325.1,,2405300,2407010,pos,,ABC transporter,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2407206_2408217_pos,STN0717ENT60_22490,BBW31326.1,,2407206,2408217,pos,,zinc-dependent alcohol dehydrogenase,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2408256_2408766_neg,STN0717ENT60_22500,BBW31327.1,,2408256,2408766,neg,,transcriptional regulator,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2408896_2410099_pos,STN0717ENT60_22510,BBW31328.1,,2408896,2410099,pos,,pyridine nucleotide-disulfide oxidoreductase,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2410138_2411314_neg,STN0717ENT60_22520,BBW31329.1,,2410138,2411314,neg,,MFS transporter AraJ,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2411475_2412294_pos,STN0717ENT60_22530,BBW31330.1,,2411475,2412294,pos,,polyphosphate kinase 2,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2412583_2412907_pos,STN0717ENT60_22540,BBW31331.1,,2412583,2412907,pos,,hypothetical protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2412958_2413615_neg,STN0717ENT60_22550,BBW31332.1,,2412958,2413615,neg,,formate dehydrogenase cytochrome b556 subunit,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2413607_2414492_neg,STN0717ENT60_22560,BBW31333.1,,2413607,2414492,neg,,formate dehydrogenase subunit beta,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2414503_2416915_neg,STN0717ENT60_22570,BBW31334.1,,2414503,2416915,neg,,formate dehydrogenase-N subunit alpha,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2416963_2417551_neg,STN0717ENT60_22580,BBW31335.1,,2416963,2417551,neg,,formate dehydrogenase,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2417828_2418650_pos,STN0717ENT60_22590,BBW31336.1,,2417828,2418650,pos,,aromatic amino acid exporter,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2419276_2420350_pos,STN0717ENT60_22600,BBW31337.1,,2419276,2420350,pos,,phosphoporin PhoE,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2420395_2421886_neg,STN0717ENT60_22610,BBW31338.1,,2420395,2421886,neg,,MFS transporter,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2422002_2422578_pos,STN0717ENT60_22620,BBW31339.1,,2422002,2422578,pos,,TetR family transcriptional regulator,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2422788_2424174_pos,STN0717ENT60_22630,BBW31340.1,narU,2422788,2424174,pos,,nitrate/nitrite transporter,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2424241_2427982_pos,STN0717ENT60_22640,BBW31341.1,narZ,2424241,2427982,pos,,nitrate reductase subunit alpha,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2427978_2429523_pos,STN0717ENT60_22650,BBW31342.1,narY,2427978,2429523,pos,,nitrate reductase subunit beta,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2429522_2430218_pos,STN0717ENT60_22660,BBW31343.1,narW,2429522,2430218,pos,,nitrate reductase molybdenum cofactor assembly chaperone,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2430214_2430895_pos,STN0717ENT60_22670,BBW31344.1,narV,2430214,2430895,pos,,respiratory nitrate reductase subunit gamma,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2430975_2431821_neg,STN0717ENT60_22680,BBW31345.1,,2430975,2431821,neg,,N-hydroxyarylamine O-acetyltransferase,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2431926_2432499_pos,STN0717ENT60_22690,BBW31346.1,,2431926,2432499,pos,,hypothetical protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2432547_2434647_neg,STN0717ENT60_22700,BBW31347.1,fusA,2432547,2434647,neg,,elongation factor G,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2434808_2435108_pos,STN0717ENT60_22710,BBW31348.1,,2434808,2435108,pos,,transcriptional regulator,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2435100_2435742_neg,STN0717ENT60_22720,BBW31349.1,,2435100,2435742,neg,,DNA-binding protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2435833_2436835_neg,STN0717ENT60_22730,BBW31350.1,lpxL,2435833,2436835,neg,,lipid A biosynthesis lauroyltransferase,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2437021_2437252_neg,STN0717ENT60_22740,BBW31351.1,pptA,2437021,2437252,neg,,tautomerase PptA,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2437289_2437907_neg,STN0717ENT60_22750,BBW31352.1,,2437289,2437907,neg,,hypothetical protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2437948_2438836_neg,STN0717ENT60_22760,BBW31353.1,,2437948,2438836,neg,,ABC transporter substrate-binding protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2438845_2439619_neg,STN0717ENT60_22770,BBW31354.1,,2438845,2439619,neg,,arginine ABC transporter ATP-binding protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2439602_2440529_neg,STN0717ENT60_22780,BBW31355.1,,2439602,2440529,neg,,amino acid ABC transporter permease,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2440538_2441048_neg,STN0717ENT60_22790,BBW31356.1,,2440538,2441048,neg,,N-acetyltransferase,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2441057_2441990_neg,STN0717ENT60_22800,BBW31357.1,,2441057,2441990,neg,,ABC transporter substrate-binding protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2442004_2443321_neg,STN0717ENT60_22810,BBW31358.1,,2442004,2443321,neg,,monooxygenase,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2443337_2444459_neg,STN0717ENT60_22820,BBW31359.1,,2443337,2444459,neg,,amidohydrolase,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2444455_2445457_neg,STN0717ENT60_22830,BBW31360.1,,2444455,2445457,neg,,alkane 1-monooxygenase,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2445566_2446106_neg,STN0717ENT60_22840,BBW31361.1,,2445566,2446106,neg,,adenylate kinase,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2446177_2446576_neg,STN0717ENT60_22850,BBW31362.1,,2446177,2446576,neg,,germin subfamily 1 member 15,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2446688_2447579_pos,STN0717ENT60_22860,BBW31363.1,,2446688,2447579,pos,,LysR family transcriptional regulator,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2447906_2449403_pos,STN0717ENT60_22870,BBW31364.1,,2447906,2449403,pos,,amino acid permease,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2449495_2450557_neg,STN0717ENT60_22880,BBW31365.1,,2449495,2450557,neg,,hypothetical protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2450803_2452921_pos,STN0717ENT60_22890,BBW31366.1,,2450803,2452921,pos,,TonB-dependent receptor,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2453043_2453712_neg,STN0717ENT60_22900,BBW31367.1,,2453043,2453712,neg,,GntR family transcriptional regulator,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2453971_2455006_neg,STN0717ENT60_22910,BBW31368.1,,2453971,2455006,neg,,NADP-dependent oxidoreductase,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2455072_2455639_neg,STN0717ENT60_22920,BBW31369.1,,2455072,2455639,neg,,XRE family transcriptional regulator,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2455796_2456315_pos,STN0717ENT60_22930,BBW31370.1,,2455796,2456315,pos,,N-acetyltransferase,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2456311_2456761_pos,STN0717ENT60_22940,BBW31371.1,,2456311,2456761,pos,,membrane protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2456764_2456998_neg,STN0717ENT60_22950,BBW31372.1,ydcY,2456764,2456998,neg,,hypothetical protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2457099_2458698_neg,STN0717ENT60_22960,BBW31373.1,,2457099,2458698,neg,,ABC transporter substrate-binding protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2458980_2460318_pos,STN0717ENT60_22970,BBW31374.1,,2458980,2460318,pos,,ssrAB activated protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2460322_2463304_pos,STN0717ENT60_22980,BBW31375.1,,2460322,2463304,pos,,virulence factor SrfB,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2463300_2465475_pos,STN0717ENT60_22990,BBW31376.1,,2463300,2465475,pos,,virulence effector SrfC,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2465508_2466267_neg,STN0717ENT60_23000,BBW31377.1,,2465508,2466267,neg,,alpha/beta hydrolase,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2466353_2466527_neg,STN0717ENT60_23010,BBW31378.1,,2466353,2466527,neg,,DUF2566 domain-containing protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2466770_2467097_pos,STN0717ENT60_23020,BBW31379.1,yeaR,2466770,2467097,pos,,hypothetical protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2467124_2467478_pos,STN0717ENT60_23030,BBW31380.1,yeaR,2467124,2467478,pos,,hypothetical protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2467481_2467664_pos,STN0717ENT60_23040,BBW31381.1,,2467481,2467664,pos,,DUF1869 domain-containing protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2467699_2469124_neg,STN0717ENT60_23050,BBW31382.1,prr,2467699,2469124,neg,,gamma-aminobutyraldehyde dehydrogenase,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2469263_2470688_neg,STN0717ENT60_23060,BBW31383.1,,2469263,2470688,neg,,GntR family transcriptional regulator,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2470770_2470959_neg,STN0717ENT60_23070,BBW31384.1,,2470770,2470959,neg,,cold-shock protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2471352_2472747_pos,STN0717ENT60_23080,BBW31385.1,,2471352,2472747,pos,,cytochrome ubiquinol oxidase subunit I,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2472752_2473763_pos,STN0717ENT60_23090,BBW31386.1,,2472752,2473763,pos,,"ubiquinol oxidase subunit II, cyanide insensitive",,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2473762_2473891_pos,STN0717ENT60_23100,BBW31387.1,,2473762,2473891,pos,,hypothetical protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2474014_2474452_pos,STN0717ENT60_23110,BBW31388.1,,2474014,2474452,pos,,heat-inducible protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2474453_2474720_neg,STN0717ENT60_23120,BBW31389.1,,2474453,2474720,neg,,hypothetical protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2474990_2478515_pos,STN0717ENT60_23130,BBW31390.1,,2474990,2478515,pos,,pyruvate-flavodoxin oxidoreductase,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2478900_2480061_pos,STN0717ENT60_23140,BBW31391.1,,2478900,2480061,pos,,phosphoporin PhoE,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2480095_2480518_neg,STN0717ENT60_23150,BBW31392.1,,2480095,2480518,neg,,hypothetical protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2480520_2480718_neg,STN0717ENT60_23160,BBW31393.1,,2480520,2480718,neg,,hypothetical protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2480870_2481053_pos,STN0717ENT60_23170,BBW31394.1,,2480870,2481053,pos,,hypothetical protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2481386_2482322_pos,STN0717ENT60_23180,BBW31395.1,ttcA,2481386,2482322,pos,,tRNA 2-thiocytidine biosynthesis protein TtcA,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2482365_2483739_neg,STN0717ENT60_23190,BBW31396.1,dbpA,2482365,2483739,neg,,ATP-dependent RNA helicase DbpA,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2483796_2483949_neg,STN0717ENT60_23200,BBW31397.1,,2483796,2483949,neg,,hypothetical protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2484224_2485208_neg,STN0717ENT60_23210,BBW31398.1,zntB,2484224,2485208,neg,,zinc transport protein ZntB,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2485298_2486429_neg,STN0717ENT60_23220,BBW31399.1,,2485298,2486429,neg,,chemoreceptor protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2486745_2487234_neg,STN0717ENT60_23230,BBW31400.1,,2486745,2487234,neg,,hypothetical protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2487262_2488579_neg,STN0717ENT60_23240,BBW31401.1,vasL,2487262,2488579,neg,,type VI secretion system protein VasL,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2488602_2489058_neg,STN0717ENT60_23250,BBW31402.1,,2488602,2489058,neg,,type VI secretion system protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2489057_2489603_neg,STN0717ENT60_23260,BBW31403.1,vasD,2489057,2489603,neg,,type VI secretion system protein VasD,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2489580_2490666_neg,STN0717ENT60_23270,BBW31404.1,impH,2489580,2490666,neg,,type VI secretion system protein ImpH,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2490629_2492384_neg,STN0717ENT60_23280,BBW31405.1,tssF,2490629,2492384,neg,,type VI secretion system baseplate subunit TssF,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2492425_2494027_neg,STN0717ENT60_23290,BBW31406.1,vasJ,2492425,2494027,neg,,type VI secretion system protein VasJ,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2494026_2497443_neg,STN0717ENT60_23300,BBW31407.1,impL,2494026,2497443,neg,,type VI secretion system protein ImpL,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2497444_2498620_neg,STN0717ENT60_23310,BBW31408.1,,2497444,2498620,neg,,hypothetical protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2498671_2499577_neg,STN0717ENT60_23320,BBW31409.1,,2498671,2499577,neg,,hypothetical protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2499785_2500745_neg,STN0717ENT60_23330,BBW31410.1,,2499785,2500745,neg,,hypothetical protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2500741_2503510_neg,STN0717ENT60_23340,BBW31411.1,,2500741,2503510,neg,,hypothetical protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2503556_2503823_neg,STN0717ENT60_23350,BBW31412.1,,2503556,2503823,neg,,hypothetical protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2503838_2506211_neg,STN0717ENT60_23360,BBW31413.1,vgrG/tssI,2503838,2506211,neg,,type VI secretion system tip protein VgrG,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2506207_2508853_neg,STN0717ENT60_23370,BBW31414.1,clpV/tssH,2506207,2508853,neg,,type VI secretion system ATPase TssH,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2509025_2509517_neg,STN0717ENT60_23380,BBW31415.1,hcp/tssD,2509025,2509517,neg,,"type VI secretion system protein, Hcp family",,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2509522_2511229_neg,STN0717ENT60_23390,BBW31416.1,,2509522,2511229,neg,,membrane protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2511225_2511915_neg,STN0717ENT60_23400,BBW31417.1,,2511225,2511915,neg,,membrane protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2511911_2513252_neg,STN0717ENT60_23410,BBW31418.1,,2511911,2513252,neg,,type VI secretion system-associated protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2513267_2514803_neg,STN0717ENT60_23420,BBW31419.1,,2513267,2514803,neg,,type VI secretion protein EvpB,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2514843_2515335_neg,STN0717ENT60_23430,BBW31420.1,impB,2514843,2515335,neg,,type VI secretion system protein ImpB,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2515949_2517566_neg,STN0717ENT60_23440,BBW31421.1,,2515949,2517566,neg,,peptide ABC transporter substrate-binding protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2517749_2518463_pos,STN0717ENT60_23450,BBW31422.1,,2517749,2518463,pos,,murein peptide amidase A,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2518453_2519419_neg,STN0717ENT60_23460,BBW31423.1,,2518453,2519419,neg,,dipeptide epimerase,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2519525_2520032_pos,STN0717ENT60_23470,BBW31424.1,tpx,2519525,2520032,pos,,putative thiol peroxidase,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2520066_2521608_neg,STN0717ENT60_23480,BBW31425.1,,2520066,2521608,neg,,TyrR family transcriptional regulator,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2521719_2522772_neg,STN0717ENT60_23490,BBW31426.1,,2521719,2522772,neg,,UPF0283 membrane protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2522768_2524166_neg,STN0717ENT60_23500,BBW31427.1,,2522768,2524166,neg,,hypothetical protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2524321_2525332_pos,STN0717ENT60_23510,BBW31428.1,,2524321,2525332,pos,,LacI family transcriptional regulator,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2525365_2526280_neg,STN0717ENT60_23520,BBW31429.1,,2525365,2526280,neg,,outer membrane protein G,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2526345_2527428_neg,STN0717ENT60_23530,BBW31430.1,,2526345,2527428,neg,,beta-phosphoglucomutase,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2527441_2528107_neg,STN0717ENT60_23540,BBW31431.1,,2527441,2528107,neg,,beta-phosphoglucomutase,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2528096_2530376_neg,STN0717ENT60_23550,BBW31432.1,,2528096,2530376,neg,,glycosyl hydrolase family 65,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2530369_2531425_neg,STN0717ENT60_23560,BBW31433.1,,2530369,2531425,neg,,oxidoreductase,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2531439_2532228_neg,STN0717ENT60_23570,BBW31434.1,,2531439,2532228,neg,,hypothetical protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2532245_2533298_neg,STN0717ENT60_23580,BBW31435.1,,2532245,2533298,neg,,alcohol dehydrogenase,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2533326_2534169_neg,STN0717ENT60_23590,BBW31436.1,,2533326,2534169,neg,,sugar ABC transporter permease,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2534155_2535037_neg,STN0717ENT60_23600,BBW31437.1,,2534155,2535037,neg,,sugar ABC transporter permease,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2535058_2536351_neg,STN0717ENT60_23610,BBW31438.1,,2535058,2536351,neg,,sugar ABC transporter substrate-binding protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2536364_2538062_neg,STN0717ENT60_23620,BBW31439.1,,2536364,2538062,neg,,sucrose phosphorylase,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2538257_2538482_neg,STN0717ENT60_23630,BBW31440.1,pspD,2538257,2538482,neg,,phage shock protein D,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2538494_2538854_neg,STN0717ENT60_23640,BBW31441.1,pspC,2538494,2538854,neg,,phage shock protein C,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2538853_2539078_neg,STN0717ENT60_23650,BBW31442.1,pspB,2538853,2539078,neg,,phage shock protein B,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2539127_2539796_neg,STN0717ENT60_23660,BBW31443.1,pspA,2539127,2539796,neg,,phage shock protein A,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2539962_2540940_pos,STN0717ENT60_23670,BBW31444.1,,2539962,2540940,pos,,phage shock protein operon transcriptional activator,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2541028_2542669_pos,STN0717ENT60_23680,BBW31445.1,,2541028,2542669,pos,,peptide ABC transporter substrate-binding protein SapA,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2542665_2543631_pos,STN0717ENT60_23690,BBW31446.1,,2542665,2543631,pos,,antimicrobial peptide ABC transporter permease SapB,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2543617_2544508_pos,STN0717ENT60_23700,BBW31447.1,,2543617,2544508,pos,,antimicrobial peptide ABC transporter permease SapC,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2544507_2545500_pos,STN0717ENT60_23710,BBW31448.1,,2544507,2545500,pos,,ABC transporter ATP-binding protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2545501_2546308_pos,STN0717ENT60_23720,BBW31449.1,,2545501,2546308,pos,,ABC transporter ATP-binding protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2546502_2546895_neg,STN0717ENT60_23730,BBW31450.1,,2546502,2546895,neg,,hypothetical protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2547027_2547429_pos,STN0717ENT60_23740,BBW31451.1,,2547027,2547429,pos,,hypothetical protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2547698_2548487_pos,STN0717ENT60_23750,BBW31452.1,,2547698,2548487,pos,,enoyl-[acyl-carrier-protein] reductase [NADH],,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2548638_2549625_pos,STN0717ENT60_23760,BBW31453.1,,2548638,2549625,pos,,oxidoreductase,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2549713_2551648_pos,STN0717ENT60_23770,BBW31454.1,rnb,2549713,2551648,pos,,exoribonuclease 2,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2551855_2553844_pos,STN0717ENT60_23780,BBW31455.1,,2551855,2553844,pos,,cyclic di-GMP phosphodiesterase,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2553840_2554710_neg,STN0717ENT60_23790,BBW31456.1,,2553840,2554710,neg,,enoyl-CoA hydratase,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2554901_2555084_pos,STN0717ENT60_23800,BBW31457.1,,2554901,2555084,pos,,UPF0509 protein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2555121_2555874_pos,STN0717ENT60_23810,BBW31458.1,,2555121,2555874,pos,,DeoR family transcriptional regulator,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2556136_2556355_pos,STN0717ENT60_23820,BBW31459.1,,2556136,2556355,pos,,lipoprotein,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2556459_2556786_neg,STN0717ENT60_23830,BBW31460.1,,2556459,2556786,neg,,translation initiation factor,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2556785_2557523_neg,STN0717ENT60_23840,BBW31461.1,pyrF,2556785,2557523,neg,,orotidine 5'-phosphate decarboxylase,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
CDS_AP022509.1_2557707_2558877_neg,STN0717ENT60_23850,BBW31462.1,lapB,2557707,2558877,neg,,lipopolysaccharide assembly protein B,,,,COORDINATES: ab initio prediction:Prodigal:2.6.3
