,locus_tag,protein_id,gene,start,end,strand,pseudo,product,db_xref,EC_number,old_locus_tag,inference
CDS_CP056460.1_2692120_2692483_neg,HV217_13035,QLU72233.1,,2692120,2692483,neg,,hypothetical protein,,,,COORDINATES: ab initio prediction:GeneMarkS-2+
CDS_CP056460.1_2692479_2692776_neg,HV217_13040,QLU72234.1,,2692479,2692776,neg,,DUF4406 domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_001514150.1
CDS_CP056460.1_2692772_2693072_neg,HV217_13045,QLU74421.1,,2692772,2693072,neg,,protein ren,,,,COORDINATES: similar to AA sequence:RefSeq:WP_001514169.1
CDS_CP056460.1_2693076_2694450_neg,HV217_13050,QLU72235.1,,2693076,2694450,neg,,replicative DNA helicase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_013095958.1
CDS_CP056460.1_2694446_2695532_neg,HV217_13055,QLU72236.1,,2694446,2695532,neg,,replication protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_013095957.1
CDS_CP056460.1_2695518_2695686_neg,HV217_13060,QLU72237.1,,2695518,2695686,neg,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000166968.1
CDS_CP056460.1_2695771_2696314_neg,HV217_13065,QLU72238.1,,2695771,2696314,neg,,regulator,,,,COORDINATES: similar to AA sequence:RefSeq:WP_001752697.1
CDS_CP056460.1_2696344_2696566_neg,HV217_13070,QLU72239.1,,2696344,2696566,neg,,helix-turn-helix domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_016063434.1
CDS_CP056460.1_2696683_2697394_pos,HV217_13075,QLU72240.1,,2696683,2697394,pos,,helix-turn-helix transcriptional regulator,,,,COORDINATES: similar to AA sequence:RefSeq:WP_012305467.1
CDS_CP056460.1_2697634_2698042_pos,HV217_13080,QLU72241.1,,2697634,2698042,pos,,hypothetical protein,,,,COORDINATES: ab initio prediction:GeneMarkS-2+
CDS_CP056460.1_2698080_2698278_neg,HV217_13085,QLU72242.1,,2698080,2698278,neg,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_006809783.1
CDS_CP056460.1_2698577_2698898_pos,HV217_13090,QLU72243.1,,2698577,2698898,pos,,hypothetical protein,,,,COORDINATES: ab initio prediction:GeneMarkS-2+
CDS_CP056460.1_2698884_2699094_neg,HV217_13095,QLU72244.1,,2698884,2699094,neg,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_004247714.1
CDS_CP056460.1_2699498_2699696_pos,HV217_13100,QLU72245.1,,2699498,2699696,pos,,DUF1482 family protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_006820555.1
CDS_CP056460.1_2699767_2700052_pos,HV217_13105,QLU72246.1,gamL,2699767,2700052,pos,,host nuclease inhibitor GamL,,,,COORDINATES: similar to AA sequence:RefSeq:WP_001752706.1
CDS_CP056460.1_2700070_2700817_pos,HV217_13110,QLU72247.1,bet,2700070,2700817,pos,,phage recombination protein Bet,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000100900.1
CDS_CP056460.1_2700813_2701431_pos,HV217_13115,QLU72248.1,,2700813,2701431,pos,,YqaJ viral recombinase family protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000572578.1
CDS_CP056460.1_2701427_2701856_pos,HV217_13120,QLU72249.1,,2701427,2701856,pos,,regulator,,,,COORDINATES: similar to AA sequence:RefSeq:WP_020804412.1
CDS_CP056460.1_2701852_2702020_pos,HV217_13125,QLU72250.1,,2701852,2702020,pos,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_001752713.1
CDS_CP056460.1_2702016_2702568_pos,HV217_13130,QLU72251.1,,2702016,2702568,pos,,phage N-6-adenine-methyltransferase,,2.1.1.72,,COORDINATES: similar to AA sequence:RefSeq:WP_017693151.1
CDS_CP056460.1_2702564_2702783_pos,HV217_13135,QLU72252.1,,2702564,2702783,pos,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_001856442.1
CDS_CP056460.1_2702779_2703391_pos,HV217_13140,QLU72253.1,,2702779,2703391,pos,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_016245468.1
CDS_CP056460.1_2703482_2703701_pos,HV217_13145,QLU72254.1,,2703482,2703701,pos,,TraR/DksA family transcriptional regulator,,,,COORDINATES: similar to AA sequence:RefSeq:WP_001514148.1
CDS_CP056460.1_2703700_2704213_pos,HV217_13150,QLU72255.1,,2703700,2704213,pos,,class I SAM-dependent methyltransferase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_014070843.1
CDS_CP056460.1_2704175_2704415_pos,HV217_13155,QLU72256.1,,2704175,2704415,pos,,DUF4222 domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_019704094.1
CDS_CP056460.1_2704425_2704773_pos,HV217_13160,QLU72257.1,,2704425,2704773,pos,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_003844204.1
CDS_CP056460.1_2704909_2705125_pos,HV217_13165,QLU72258.1,,2704909,2705125,pos,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_001514144.1
CDS_CP056460.1_2705105_2706287_neg,HV217_13170,QLU74422.1,,2705105,2706287,neg,,tyrosine-type recombinase/integrase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_015964737.1
CDS_CP056460.1_2706665_2708852_pos,HV217_13175,QLU72259.1,,2706665,2708852,pos,,TonB-dependent siderophore receptor,,,,COORDINATES: similar to AA sequence:RefSeq:WP_006810874.1
CDS_CP056460.1_2708950_2709346_pos,HV217_13180,QLU72260.1,yciA,2708950,2709346,pos,,acyl-CoA thioester hydrolase YciA,,3.1.2.20,,COORDINATES: similar to AA sequence:RefSeq:WP_008502796.1
CDS_CP056460.1_2709384_2710104_neg,HV217_13185,QLU74423.1,tonB,2709384,2710104,neg,,TonB system transport protein TonB,,,,COORDINATES: similar to AA sequence:RefSeq:WP_003856757.1
CDS_CP056460.1_2710325_2710622_pos,HV217_13190,QLU72261.1,,2710325,2710622,pos,,YciI family protein,,,,COORDINATES: similar to AA sequence:RefSeq:NP_415767.2
CDS_CP056460.1_2710949_2711963_pos,HV217_13195,QLU72262.1,,2710949,2711963,pos,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_004073078.1
CDS_CP056460.1_2712004_2712226_neg,HV217_13200,QLU72263.1,,2712004,2712226,neg,,DNA-binding transcriptional regulator,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000468310.1
CDS_CP056460.1_2712302_2713472_neg,HV217_13205,QLU72264.1,,2712302,2713472,neg,,phage late control D family protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_014884123.1
CDS_CP056460.1_2713468_2713933_neg,HV217_13210,QLU72265.1,,2713468,2713933,neg,,phage tail protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000928499.1
CDS_CP056460.1_2713943_2716394_neg,HV217_13215,QLU72266.1,,2713943,2716394,neg,,phage tail tape measure protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_017382999.1
CDS_CP056460.1_2716383_2716506_neg,HV217_13220,QLU72267.1,,2716383,2716506,neg,,GpE family phage tail protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_019077155.1
CDS_CP056460.1_2716538_2716832_neg,HV217_13225,QLU72268.1,,2716538,2716832,neg,,phage tail assembly protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_019077156.1
CDS_CP056460.1_2716889_2717408_neg,HV217_13230,QLU72269.1,,2716889,2717408,neg,,phage major tail tube protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_006817465.1
CDS_CP056460.1_2717420_2718614_neg,HV217_13235,QLU72270.1,,2717420,2718614,neg,,phage tail sheath protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_001483446.1
CDS_CP056460.1_2718815_2719241_neg,HV217_13240,QLU72271.1,,2718815,2719241,neg,,tail fiber assembly protein,,,,COORDINATES: protein motif:HMM:NF014467.1
CDS_CP056460.1_2719250_2721638_neg,HV217_13245,QLU72272.1,,2719250,2721638,neg,,phage tail protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_014170126.1
CDS_CP056460.1_2721649_2722180_neg,HV217_13250,QLU72273.1,,2721649,2722180,neg,,phage tail protein I,,,,COORDINATES: similar to AA sequence:RefSeq:WP_019077161.1
CDS_CP056460.1_2722172_2723081_neg,HV217_13255,QLU72274.1,,2722172,2723081,neg,,baseplate assembly protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_001121472.1
CDS_CP056460.1_2723086_2723437_neg,HV217_13260,QLU72275.1,,2723086,2723437,neg,,GPW/gp25 family protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_017382989.1
CDS_CP056460.1_2723433_2724075_neg,HV217_13265,QLU72276.1,,2723433,2724075,neg,,phage baseplate assembly protein V,,,,COORDINATES: similar to AA sequence:RefSeq:WP_016505039.1
CDS_CP056460.1_2724172_2725150_pos,HV217_13270,QLU72277.1,,2724172,2725150,pos,,DUF4917 family protein,,,,COORDINATES: protein motif:HMM:NF027588.1
CDS_CP056460.1_2725165_2725615_neg,HV217_13275,QLU72278.1,,2725165,2725615,neg,,phage virion morphogenesis protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_001288667.1
CDS_CP056460.1_2725607_2726075_neg,HV217_13280,QLU72279.1,,2725607,2726075,neg,,phage tail protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_001416708.1
CDS_CP056460.1_2726170_2726596_neg,HV217_13285,QLU72280.1,,2726170,2726596,neg,,LysB family phage lysis regulatory protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_001465456.1
CDS_CP056460.1_2726592_2727102_neg,HV217_13290,QLU72281.1,,2726592,2727102,neg,,lysozyme,,,,COORDINATES: similar to AA sequence:RefSeq:WP_014884140.1
CDS_CP056460.1_2727085_2727307_neg,HV217_13295,QLU72282.1,,2727085,2727307,neg,,primosomal protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_006175796.1
CDS_CP056460.1_2727297_2727501_neg,HV217_13300,QLU72283.1,,2727297,2727501,neg,,tail protein X,,,,COORDINATES: similar to AA sequence:RefSeq:WP_015973898.1
CDS_CP056460.1_2727500_2728007_neg,HV217_13305,QLU72284.1,,2727500,2728007,neg,,head completion/stabilization protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000214249.1
CDS_CP056460.1_2728106_2728862_neg,HV217_13310,QLU72285.1,,2728106,2728862,neg,,terminase endonuclease subunit,,,,COORDINATES: similar to AA sequence:RefSeq:WP_001526222.1
CDS_CP056460.1_2728865_2729933_neg,HV217_13315,QLU72286.1,,2728865,2729933,neg,,"phage major capsid protein, P2 family",,,,COORDINATES: similar to AA sequence:RefSeq:WP_001742976.1
CDS_CP056460.1_2729988_2730843_neg,HV217_13320,QLU72287.1,,2729988,2730843,neg,,GPO family capsid scaffolding protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_001085983.1
CDS_CP056460.1_2731008_2732778_pos,HV217_13325,QLU72288.1,,2731008,2732778,pos,,terminase ATPase subunit family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005228317.1
CDS_CP056460.1_2732779_2733805_pos,HV217_13330,QLU72289.1,,2732779,2733805,pos,,phage portal protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_006175805.1
CDS_CP056460.1_2734151_2736113_neg,HV217_13335,QLU74424.1,,2734151,2736113,neg,,toll-Interleukin receptor,,,,COORDINATES: similar to AA sequence:RefSeq:WP_020655584.1
CDS_CP056460.1_2736235_2736703_neg,HV217_13340,QLU72290.1,,2736235,2736703,neg,,toll/interleukin-1 receptor domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_001625474.1
CDS_CP056460.1_2736984_2738874_neg,HV217_13345,,,2736984,2738874,neg,True,replication endonuclease,,,,COORDINATES: similar to AA sequence:RefSeq:WP_004175154.1
CDS_CP056460.1_2739082_2740230_pos,HV217_13350,QLU72291.1,,2739082,2740230,pos,,IS3 family transposase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_076612015.1
CDS_CP056460.1_2740393_2740612_neg,HV217_13355,QLU72292.1,,2740393,2740612,neg,,DUF2732 family protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_014884152.1
CDS_CP056460.1_2740678_2741179_neg,HV217_13360,QLU72293.1,,2740678,2741179,neg,,replication protein B,,,,COORDINATES: similar to AA sequence:RefSeq:WP_017441883.1
CDS_CP056460.1_2741345_2741621_neg,HV217_13365,QLU72294.1,,2741345,2741621,neg,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_014884154.1
CDS_CP056460.1_2741756_2742053_pos,HV217_13370,QLU72295.1,,2741756,2742053,pos,,helix-turn-helix transcriptional regulator,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000020919.1
CDS_CP056460.1_2742149_2743160_pos,HV217_13375,QLU72296.1,,2742149,2743160,pos,,tyrosine-type recombinase/integrase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_014884156.1
CDS_CP056460.1_2743270_2743906_neg,HV217_13380,QLU72297.1,leuE,2743270,2743906,neg,,leucine efflux protein LeuE,,,,COORDINATES: similar to AA sequence:RefSeq:WP_012017676.1
CDS_CP056460.1_2743973_2744384_neg,HV217_13385,QLU72298.1,exc2,2743973,2744384,neg,,Exc2 family lipoprotein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_017384231.1
CDS_CP056460.1_2744642_2744816_neg,HV217_13390,QLU72299.1,,2744642,2744816,neg,,YciY family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_001165316.1
CDS_CP056460.1_2744959_2746420_pos,HV217_13395,QLU72300.1,cls,2744959,2746420,pos,,cardiolipin synthase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_005126413.1
CDS_CP056460.1_2746453_2746783_pos,HV217_13400,QLU72301.1,,2746453,2746783,pos,,YciU family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005227485.1
CDS_CP056460.1_2746814_2747650_neg,HV217_13405,,,2746814,2747650,neg,True,ion transporter,,,,COORDINATES: similar to AA sequence:RefSeq:NP_460700.1
CDS_CP056460.1_2747696_2748701_neg,HV217_13410,QLU72302.1,oppF,2747696,2748701,neg,,murein tripeptide/oligopeptide ABC transporter ATP binding protein OppF,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005227487.1
CDS_CP056460.1_2748697_2749711_neg,HV217_13415,QLU72303.1,,2748697,2749711,neg,,ABC transporter ATP-binding protein,,,,COORDINATES: similar to AA sequence:RefSeq:NP_309773.1
CDS_CP056460.1_2749722_2750631_neg,HV217_13420,QLU72304.1,oppC,2749722,2750631,neg,,oligopeptide ABC transporter permease OppC,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000979653.1
CDS_CP056460.1_2750643_2751564_neg,HV217_13425,QLU72305.1,oppB,2750643,2751564,neg,,oligopeptide ABC transporter permease OppB,,,,COORDINATES: similar to AA sequence:RefSeq:WP_005126405.1
CDS_CP056460.1_2751646_2753278_neg,HV217_13430,QLU72306.1,oppA,2751646,2753278,neg,,oligopeptide ABC transporter substrate-binding protein OppA,,,,COORDINATES: similar to AA sequence:RefSeq:WP_001675662.1
CDS_CP056460.1_2754047_2754695_neg,HV217_13435,QLU72307.1,,2754047,2754695,neg,,YchE family NAAT transporter,,,,COORDINATES: similar to AA sequence:RefSeq:NP_460707.1
CDS_CP056460.1_2755175_2757857_pos,HV217_13440,QLU72308.1,adhE,2755175,2757857,pos,,bifunctional acetaldehyde-CoA/alcohol dehydrogenase,,1.1.1.1,,COORDINATES: similar to AA sequence:RefSeq:NP_460708.1
CDS_CP056460.1_2757926_2758541_neg,HV217_13445,QLU72309.1,tdk,2757926,2758541,neg,,thymidine kinase,,2.7.1.21,,COORDINATES: similar to AA sequence:RefSeq:WP_014884166.1
CDS_CP056460.1_2759091_2759505_pos,HV217_13450,QLU72310.1,hns,2759091,2759505,pos,,DNA-binding transcriptional regulator H-NS,,,,COORDINATES: similar to AA sequence:RefSeq:NP_460710.1
CDS_CP056460.1_2759706_2760612_neg,HV217_13455,QLU72311.1,galU,2759706,2760612,neg,,UTP--glucose-1-phosphate uridylyltransferase GalU,,,,COORDINATES: similar to AA sequence:RefSeq:NP_460711.1
CDS_CP056460.1_2760811_2761825_neg,HV217_13460,QLU72312.1,rssB,2760811,2761825,neg,,two-component system response regulator RssB,,,,COORDINATES: similar to AA sequence:RefSeq:NP_460712.1
CDS_CP056460.1_2761914_2762817_neg,HV217_13465,QLU72313.1,rssA,2761914,2762817,neg,,patatin-like phospholipase RssA,,,,COORDINATES: similar to AA sequence:RefSeq:WP_006810892.1
CDS_CP056460.1_2762930_2763395_pos,HV217_13470,QLU72314.1,,2762930,2763395,pos,,YchJ family protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_017384240.1
CDS_CP056460.1_2763436_2764279_pos,HV217_13475,QLU72315.1,purU,2763436,2764279,pos,,formyltetrahydrofolate deformylase,,3.5.1.10,,COORDINATES: similar to AA sequence:RefSeq:NP_460715.1
CDS_CP056460.1_2764850_2765528_neg,HV217_13490,QLU72316.1,narI,2764850,2765528,neg,,respiratory nitrate reductase subunit gamma,,1.7.99.4,,COORDINATES: similar to AA sequence:RefSeq:YP_005227506.1
CDS_CP056460.1_2765527_2766238_neg,HV217_13495,QLU72317.1,narJ,2765527,2766238,neg,,nitrate reductase molybdenum cofactor assembly chaperone,,,,COORDINATES: similar to AA sequence:RefSeq:NP_460718.1
CDS_CP056460.1_2766234_2767770_neg,HV217_13500,QLU72318.1,narH,2766234,2767770,neg,,nitrate reductase subunit beta,,1.7.99.4,,COORDINATES: similar to AA sequence:RefSeq:WP_020882363.1
CDS_CP056460.1_2767766_2771510_neg,HV217_13505,QLU72319.1,,2767766,2771510,neg,,nitrate reductase subunit alpha,,1.7.99.4,,COORDINATES: similar to AA sequence:RefSeq:NP_460720.1
CDS_CP056460.1_2771891_2773289_neg,HV217_13510,QLU72320.1,,2771891,2773289,neg,,NarK family nitrate/nitrite MFS transporter,,,,COORDINATES: similar to AA sequence:RefSeq:WP_020882361.1
CDS_CP056460.1_2773598_2775395_pos,HV217_13515,QLU72321.1,narX,2773598,2775395,pos,,nitrate/nitrite two-component system sensor histidine kinase NarX,,2.7.13.3,,COORDINATES: similar to AA sequence:RefSeq:WP_017384246.1
CDS_CP056460.1_2775387_2776038_pos,HV217_13520,QLU72322.1,narL,2775387,2776038,pos,,two-component system response regulator NarL,,,,COORDINATES: similar to AA sequence:RefSeq:NP_309753.1
CDS_CP056460.1_2776039_2777458_neg,HV217_13525,QLU72323.1,,2776039,2777458,neg,,YchO/YchP family invasin,,,,COORDINATES: similar to AA sequence:RefSeq:WP_017693301.1
CDS_CP056460.1_2777632_2780110_neg,HV217_13530,QLU72324.1,,2777632,2780110,neg,,nitrate reductase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_003856692.1
CDS_CP056460.1_2780106_2784093_neg,HV217_13535,QLU72325.1,nirD,2780106,2784093,neg,,nitrite reductase small subunit NirD,,,,COORDINATES: similar to AA sequence:RefSeq:WP_003856690.1
CDS_CP056460.1_2784105_2784894_neg,HV217_13540,QLU72326.1,,2784105,2784894,neg,,ABC transporter ATP-binding protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005227518.1
CDS_CP056460.1_2784903_2785782_neg,HV217_13545,QLU72327.1,ntrB,2784903,2785782,neg,,nitrate ABC transporter permease,,,,COORDINATES: similar to AA sequence:RefSeq:WP_010432943.1
CDS_CP056460.1_2785784_2787032_neg,HV217_13550,QLU72328.1,,2785784,2787032,neg,,ABC transporter substrate-binding protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_004103139.1
CDS_CP056460.1_2787259_2788432_neg,HV217_13555,QLU72329.1,,2787259,2788432,neg,,nitrate- and nitrite sensing domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_003856683.1
CDS_CP056460.1_2788505_2788859_pos,HV217_13560,QLU72330.1,,2788505,2788859,pos,,DsrE family protein,,,,COORDINATES: similar to AA sequence:RefSeq:NP_309751.1
CDS_CP056460.1_2788965_2790750_pos,HV217_13565,QLU72331.1,,2788965,2790750,pos,,HAMP domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_014170487.1
CDS_CP056460.1_2790946_2791186_pos,HV217_13570,QLU72332.1,,2790946,2791186,pos,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005227525.1
CDS_CP056460.1_2791216_2791912_neg,HV217_13575,QLU72333.1,,2791216,2791912,neg,,gamma-glutamylcyclotransferase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_017384255.1
CDS_CP056460.1_2792089_2792320_neg,HV217_13580,QLU72334.1,chaB,2792089,2792320,neg,,putative cation transport regulator ChaB,,,,COORDINATES: similar to AA sequence:RefSeq:NP_460726.1
CDS_CP056460.1_2792588_2793689_pos,HV217_13585,QLU72335.1,chaA,2792588,2793689,pos,,sodium-potassium/proton antiporter ChaA,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005227528.1
CDS_CP056460.1_2793794_2794649_neg,HV217_13590,QLU72336.1,kdsA,2793794,2794649,neg,,3-deoxy-8-phosphooctulonate synthase,,2.5.1.55,,COORDINATES: similar to AA sequence:RefSeq:NP_460728.1
CDS_CP056460.1_2794685_2795495_neg,HV217_13595,QLU72337.1,,2794685,2795495,neg,,tetratricopeptide repeat-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:NP_460729.1
CDS_CP056460.1_2795498_2795891_neg,HV217_13600,QLU72338.1,,2795498,2795891,neg,,SirB family protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_020882348.1
CDS_CP056460.1_2795887_2796718_neg,HV217_13605,QLU72339.1,prmC,2795887,2796718,neg,,peptide chain release factor N(5)-glutamine methyltransferase,,2.1.1.297,,COORDINATES: similar to AA sequence:RefSeq:WP_000347310.1
CDS_CP056460.1_2796717_2797800_neg,HV217_13610,QLU72340.1,prfA,2796717,2797800,neg,,peptide chain release factor 1,,,,COORDINATES: similar to AA sequence:RefSeq:WP_012132158.1
CDS_CP056460.1_2797841_2799098_neg,HV217_13615,QLU72341.1,hemA,2797841,2799098,neg,,glutamyl-tRNA reductase,,1.2.1.70,,COORDINATES: similar to AA sequence:RefSeq:WP_041689438.1
CDS_CP056460.1_2799299_2799911_pos,HV217_13620,QLU72342.1,lolB,2799299,2799911,pos,,lipoprotein localization protein LolB,,,,COORDINATES: similar to AA sequence:RefSeq:WP_005126359.1
CDS_CP056460.1_2799907_2800777_pos,HV217_13625,QLU72343.1,ispE,2799907,2800777,pos,,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase,,2.7.1.148,,COORDINATES: similar to AA sequence:RefSeq:WP_008499510.1
CDS_CP056460.1_2800902_2801850_pos,HV217_13630,QLU72344.1,prs,2800902,2801850,pos,,ribose-phosphate diphosphokinase,,2.7.6.1,,COORDINATES: similar to AA sequence:RefSeq:WP_002910407.1
CDS_CP056460.1_2801974_2803654_pos,HV217_13635,QLU72345.1,dauA,2801974,2803654,pos,,C4-dicarboxylic acid transporter DauA,,,,COORDINATES: similar to AA sequence:RefSeq:WP_014884198.1
CDS_CP056460.1_2803639_2804698_neg,HV217_13640,QLU72346.1,,2803639,2804698,neg,,MerR family transcriptional regulator,,,,COORDINATES: similar to AA sequence:RefSeq:WP_010432898.1
CDS_CP056460.1_2804818_2805094_neg,HV217_13645,QLU72347.1,ychH,2804818,2805094,neg,,stress-induced protein YchH,,,,COORDINATES: similar to AA sequence:RefSeq:WP_016536782.1
CDS_CP056460.1_2805368_2805953_pos,HV217_13650,QLU72348.1,pth,2805368,2805953,pos,,aminoacyl-tRNA hydrolase,,3.1.1.29,,COORDINATES: similar to AA sequence:RefSeq:WP_002910438.1
CDS_CP056460.1_2806079_2807174_pos,HV217_13655,QLU72349.1,ychF,2806079,2807174,pos,,redox-regulated ATPase YchF,,3.6.1.3,,COORDINATES: similar to AA sequence:RefSeq:WP_001538644.1
CDS_CP056460.1_2807228_2807726_neg,HV217_13660,QLU74425.1,,2807228,2807726,neg,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_011791150.1
CDS_CP056460.1_2808097_2808322_neg,HV217_13665,QLU72350.1,,2808097,2808322,neg,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_013026226.1
CDS_CP056460.1_2808333_2812836_neg,HV217_13670,QLU72351.1,,2808333,2812836,neg,,RHS domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_014593973.1
CDS_CP056460.1_2812839_2813280_neg,HV217_13675,QLU72352.1,,2812839,2813280,neg,,DUF1795 domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_020882307.1
CDS_CP056460.1_2813486_2814005_neg,HV217_13680,QLU72353.1,,2813486,2814005,neg,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_006810933.1
CDS_CP056460.1_2813994_2816577_neg,HV217_13685,QLU72354.1,,2813994,2816577,neg,,type VI secretion system tip protein VgrG,,,,COORDINATES: similar to AA sequence:RefSeq:WP_006810934.1
CDS_CP056460.1_2816661_2817117_neg,HV217_13690,QLU72355.1,,2816661,2817117,neg,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_006810939.1
CDS_CP056460.1_2817130_2817877_neg,HV217_13695,QLU74426.1,,2817130,2817877,neg,,ankyrin repeat domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_015570341.1
CDS_CP056460.1_2817888_2819355_neg,HV217_13700,QLU72356.1,,2817888,2819355,neg,,phospholipase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_010432872.1
CDS_CP056460.1_2819380_2820814_neg,HV217_13705,QLU72357.1,,2819380,2820814,neg,,protein kinase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_015570340.1
CDS_CP056460.1_2820838_2823454_neg,HV217_13710,QLU72358.1,tssH,2820838,2823454,neg,,type VI secretion system ATPase TssH,,,,COORDINATES: similar to AA sequence:RefSeq:WP_014729902.1
CDS_CP056460.1_2823492_2824536_neg,HV217_13715,QLU72359.1,tssG,2823492,2824536,neg,,type VI secretion system baseplate subunit TssG,,,,COORDINATES: similar to AA sequence:RefSeq:WP_006810944.1
CDS_CP056460.1_2824532_2826404_neg,HV217_13720,QLU72360.1,tssF,2824532,2826404,neg,,type VI secretion system baseplate subunit TssF,,,,COORDINATES: similar to AA sequence:RefSeq:WP_014884222.1
CDS_CP056460.1_2826406_2826970_neg,HV217_13725,QLU72361.1,tssE,2826406,2826970,neg,,type VI secretion system baseplate subunit TssE,,,,COORDINATES: similar to AA sequence:RefSeq:WP_015570336.1
CDS_CP056460.1_2826962_2827775_neg,HV217_13730,QLU72362.1,,2826962,2827775,neg,,protein of avirulence locus ImpE,,,,COORDINATES: similar to AA sequence:RefSeq:WP_017384294.1
CDS_CP056460.1_2827784_2828777_neg,HV217_13735,QLU72363.1,,2827784,2828777,neg,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_013096186.1
CDS_CP056460.1_2828793_2829591_neg,HV217_13740,QLU72364.1,,2828793,2829591,neg,,serine/threonine-protein phosphatase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_014884226.1
CDS_CP056460.1_2829587_2831363_neg,HV217_13745,QLU72365.1,tagH,2829587,2831363,neg,,type VI secretion system-associated FHA domain protein TagH,,,,COORDINATES: similar to AA sequence:RefSeq:WP_017384296.1
CDS_CP056460.1_2831474_2831873_neg,HV217_13750,QLU72366.1,,2831474,2831873,neg,,hypothetical protein,,,,COORDINATES: ab initio prediction:GeneMarkS-2+
